time,x,y,z
1453674291670,0.07714736461639404,-0.3732881546020508,-0.041939735412597656
1453674292499,0.013055741786956787,-0.23336756229400635,0.04599475860595703
1453674293338,-2.5695860981941223,-6.848533630371094,-7.206861972808838
1453674294176,-23.536656618118286,-12.564151525497437,-10.09653091430664
1453674295017,20.440277576446533,-14.560746669769287,-5.2171313762664795
1453674295854,10.96127936244011,-3.784377098083496,-13.602886229753494
1453674296693,-12.412253081798553,0.23311448097229004,12.82605168223381
1453674297530,19.004106640815735,3.3897109031677246,8.178183794021606
1453674298366,-23.197811126708984,-6.901560068130493,-17.089935064315796
1453674299206,17.9393447637558,-10.924659729003906,-24.685428619384766
1453674300045,32.49689078330994,38.79144549369812,-14.954294323921204
1453674300926,-19.725256204605103,-12.90052580833435,53.627543687820435
1453674301762,11.168503761291504,-7.949126720428467,-16.812512755393982
1453674302599,-0.027058124542236328,8.288816928863525,8.727554082870483
1453674303438,-5.835214138031006,-5.302277088165283,7.6599743366241455
1453674304276,0.27964162826538086,4.023708820343018,-0.42253971099853516
1453674305115,5.850086212158203,4.405149817466736,-0.9622273445129395
1453674305953,-3.0236854553222656,2.4032777547836304,4.655802249908447
1453674306791,-0.04140520095825195,-0.012299299240112305,-0.7121996879577637
1453674307630,-0.6442499160766602,-0.7546257972717285,0.6908845901489258
1453674308491,-0.3927335739135742,0.6915767192840576,0.7336001396179199
1453674309306,0.10710668563842773,0.39418530464172363,-0.5939979553222656
1453674310145,0.334683895111084,-0.38291406631469727,0.2425704002380371
1453674310983,-0.3009819984436035,-0.2031261920928955,0.07266950607299805
1453674311821,-0.0749201774597168,-0.2276153564453125,0.081207275390625
1453674312659,0.2989006042480469,0.3504819869995117,-0.23446321487426758
1453674313498,0.3970346450805664,0.11578202247619629,-0.4104142189025879
1453674314336,-0.31778764724731445,-0.5082769393920898,0.2409672737121582
1453674315175,-0.09372138977050781,0.013645648956298828,0.061939239501953125
1453674316013,0.19880247116088867,0.19904112815856934,-0.13791656494140625
1453674316852,0.14333438873291016,0.22535395622253418,-0.1631922721862793
1453674317689,-0.18953418731689453,-0.33411526679992676,0.09402036666870117
1453674318528,-0.2236948013305664,-0.13232803344726562,0.20044755935668945
1453674319367,0.08290910720825195,0.07015490531921387,-0.1170039176940918
1453674320205,0.21300935745239258,0.16109156608581543,-0.10093307495117188
1453674321043,0.07731485366821289,-0.04174399375915527,-0.04796791076660156
1453674321881,-0.2820615768432617,-0.31850647926330566,0.05681943893432617
1453674322720,-0.05077505111694336,-0.028786182403564453,0.1995220184326172
1453674323558,0.09548616409301758,0.13966059684753418,-0.13507699966430664
1453674324396,0.2697930335998535,0.2170720100402832,-0.04447746276855469
1453674325235,-0.18793439865112305,-0.3628098964691162,0.09246158599853516
1453674326073,-0.12380170822143555,-0.017142295837402344,0.12851619720458984
1453674326913,-0.019840717315673828,0.003803730010986328,-0.12699127197265625
1453674327750,0.16504526138305664,0.15635418891906738,-0.14626789093017578
1453674328588,0.029831886291503906,0.028740882873535156,-0.12568998336791992
1453674329427,-0.21539831161499023,-0.250993013381958,0.20873451232910156
1453674330265,-0.09212255477905273,-0.021045446395874023,0.0799570083618164
1453674331103,-0.028728485107421875,-0.940953254699707,0.6964755058288574
1453674331941,0.6678500175476074,-1.5625238418579102,-2.2732887268066406
1453674332780,-0.1899862289428711,-0.2574648857116699,0.1010894775390625
1453674333618,0.6719298362731934,0.3157994747161865,-0.9365019798278809
1453674334457,-2.369288921356201,-2.3485424518585205,1.8132891654968262
1453674335295,0.23883962631225586,1.689009428024292,0.4874749183654785
1453674336133,0.3512387275695801,0.9093484878540039,0.2893495559692383
1453674336971,-0.3187274932861328,0.02744579315185547,0.2550053596496582
1453674337810,-0.06688928604125977,-0.06505203247070312,0.09504508972167969
1453674338648,0.040209293365478516,0.04371953010559082,-0.10575008392333984
1453674339487,0.17946863174438477,0.12952566146850586,-0.00921010971069336
1453674340325,-0.12849998474121094,-0.1874101161956787,0.036989688873291016
1453674341163,-0.14491939544677734,0.14510369300842285,0.38462066650390625
1453674342001,0.050197601318359375,0.15308165550231934,-0.1323413848876953
1453674342840,0.15892744064331055,0.0856010913848877,-0.011460304260253906
1453674343678,-0.08973932266235352,-0.06255578994750977,-0.041138648986816406
1453674344522,-0.08672046661376953,-0.04493379592895508,0.025782108306884766
1453674345357,-0.045220375061035156,-0.06737160682678223,-0.0032792091369628906
1453674346193,0.03380107879638672,-0.01978278160095215,-0.02073526382446289
1453674347031,0.06943511962890625,0.14085865020751953,-0.1061697006225586
1453674347870,-0.05733680725097656,-0.06331586837768555,0.024533748626708984
1453674348708,-0.053940773010253906,0.011605501174926758,0.07595968246459961
1453674349547,0.05455350875854492,-0.040788888931274414,0.020549774169921875
1453674350387,0.0832061767578125,0.1598045825958252,-0.1587228775024414
1453674351223,-0.03451824188232422,-0.18079400062561035,0.10322332382202148
1453674352061,-0.024294376373291016,-0.05919814109802246,0.047547340393066406
1453674352902,0.02830219268798828,0.0010802745819091797,-0.07158660888671875
1453674353740,0.031156539916992188,-0.006943702697753906,0.0498805046081543
1453674354577,0.005122661590576172,-0.04435563087463379,-0.07010412216186523
1453674355415,-0.08529376983642578,-0.03738689422607422,-0.06822776794433594
1453674356254,-0.0022802352905273438,-0.03233838081359863,0.1660327911376953
1453674357092,0.022712230682373047,0.10794830322265625,-0.06226348876953125
1453674357931,0.11614608764648438,0.02805328369140625,-0.054175376892089844
1453674358768,-0.12944269180297852,-0.11867809295654297,0.09050893783569336
1453674359607,-0.01482391357421875,0.0522305965423584,0.0731496810913086
1453674360445,0.030077457427978516,-0.043207645416259766,0.03864574432373047
1453674361283,0.09792184829711914,0.004139423370361328,-0.2677760124206543
1453674362122,-0.09571123123168945,-0.04512739181518555,0.06622743606567383
1453674362961,-0.010572433471679688,-0.03544878959655762,0.11580038070678711
1453674363799,-0.05160665512084961,0.008937597274780273,-0.08304405212402344
1453674364637,0.1145939826965332,0.06090688705444336,0.0022521018981933594
1453674365475,0.018871784210205078,0.04622340202331543,-0.13459300994873047
1453674366313,-0.09461259841918945,-0.16837310791015625,0.16383028030395508
1453674367151,-0.044066429138183594,0.03621506690979004,-0.03792715072631836
1453674367990,0.0069751739501953125,0.003510713577270508,-0.048772335052490234
1453674368828,0.2828974723815918,0.2692272663116455,-0.11560201644897461
1453674369667,-0.01293325424194336,-0.20923852920532227,-0.336118221282959
1453674370506,-0.33377552032470703,-0.18477869033813477,0.2905564308166504
