time,x,y,z
1453390972618,0.02434253692626953,-0.050049781799316406,0.025546550750732422
1453390972627,0.02434253692626953,-0.050049781799316406,0.025546550750732422
1453390972642,0.0041599273681640625,0.06907272338867188,-0.02167654037475586
1453390972684,-0.031128644943237305,0.04377269744873047,-0.10156822204589844
1453390972725,-0.0019316673278808594,-0.0664377212524414,-0.04488372802734375
1453390972774,0.0482252836227417,0.10190439224243164,-0.0014505386352539062
1453390972815,0.05006563663482666,0.03749513626098633,-0.09304475784301758
1453390972858,0.0017673969268798828,0.008939743041992188,0.044248104095458984
1453390972898,0.012899637222290039,0.030122756958007812,-0.0009722709655761719
1453390972932,-0.004994392395019531,0.050898075103759766,-0.019920825958251953
1453390972966,0.03046107292175293,0.010090351104736328,-0.006365299224853516
1453390973008,0.0052263736724853516,-0.037869930267333984,-0.03954887390136719
1453390973045,0.0003523826599121094,0.01181793212890625,-0.03929615020751953
1453390973090,0.0002818107604980469,-0.03840208053588867,-0.031436920166015625
1453390973134,0.01553952693939209,0.04201984405517578,0.026535987854003906
1453390973177,-0.014367818832397461,-0.0008406639099121094,-0.0017423629760742188
1453390973221,0.015305161476135254,-0.0006723403930664062,0.038805484771728516
1453390973256,0.0045871734619140625,-0.006280422210693359,-0.07423973083496094
1453390973295,-0.011644363403320312,0.02751779556274414,-0.00962066650390625
1453390973337,-0.0016584396362304688,0.031585693359375,0.03250312805175781
1453390973365,0.002501964569091797,0.011868476867675781,0.0298309326171875
1453390973404,0.06325769424438477,-0.0019903182983398438,-0.07376289367675781
1453390973444,-0.03744983673095703,0.0003218650817871094,0.0099029541015625
1453390973488,-0.022302865982055664,0.038542747497558594,-0.059076786041259766
1453390973532,0.020442962646484375,0.00020551681518554688,-0.056832313537597656
1453390973571,0.0010402202606201172,-0.05343437194824219,-0.026323795318603516
1453390973610,-0.01448202133178711,0.05105113983154297,-0.026801586151123047
1453390973655,-0.003928661346435547,0.025527000427246094,0.10107135772705078
1453390973691,0.03514230251312256,-0.0006351470947265625,0.046401023864746094
