time,x,y,z
1454000916648,0.002536322389330183,0.005114998136247907,0.0010094642639160156
1454000916648,0.0025759850229535785,-0.001308943544115339,-0.003020967755998884
1454000916694,0.003701584679739816,-0.003781812531607492,0.0016168526240757533
1454000916694,0.0017306719507489885,-0.0002907940319606236,0.0016353130340576172
1454000916731,0.000564140932900565,-0.00030100345611572266,-0.0007427419934953962
1454000916771,-0.0007792796407427106,0.001194890056337629,0.0011833395276750838
1454000916811,0.0033418238162994385,0.00006714888981410436,-0.0015145029340471541
1454000916851,-0.00006119694028581892,-0.0063043492180960515,0.0028903824942452566
1454000916891,-0.001689749104636056,-0.0005312987736293248,-0.00008051736014229911
1454000916931,0.000835921083177839,-0.006509644644601005,-0.00655923570905413
1454000916971,0.0009422046797616142,0.00313298191343035,0.0016576222011021205
1454000917013,0.0006170315401894706,0.012761333159038,-0.0026391574314662387
1454000917052,0.0024078828947884695,-0.003874399832316807,0.0019223008837018693
1454000917092,-0.004500133650643485,-0.000023032937731061664,-0.00899059431893485
1454000917132,0.003920193229402814,0.0008703342505863734,0.0016267640250069754
1454000917172,0.009425861494881766,-0.018788141863686696,0.0032840456281389508
1454000917212,0.004122367927006313,-0.00504902856690543,0.005566971642630441
1454000917252,-0.011605969497135707,0.0003362255437033517,0.0011719976152692521
1454000917292,-0.008327645914895194,-0.004790135792323521,0.005449771881103516
1454000917332,0.0011316452707563127,0.0003382393292018345,0.004428182329450335
1454000917372,-0.002923199108668736,-0.009984361273901803,-0.00343080929347447
1454000917412,-0.009858855179377965,0.0015154353209904262,0.01345818383353097
1454000917452,-0.016637980937957764,0.0031949707439967562,0.0074165889195033485
1454000917492,0.007472987685884748,-0.007904074021748133,-0.014029707227434431
1454000917531,0.00392740113394601,-0.0069385554109300885,0.011473860059465681
1454000917571,0.0012276598385402135,-0.013754808476993017,-0.0002554825374058315
1454000917611,0.0033065846988133024,-0.010593646339007787,-0.00006764275687081473
1454000917663,0.004969724587031773,-0.008885117513792855,-0.004976476941789899
1454000917750,-0.00519498348236084,-0.0156181001663208,-0.0036932373046875
1454000917760,0.005798158645629883,-0.01073336362838745,-0.0009637451171875
1454000917769,0.0012694311141967774,-0.008586690425872803,0.0027512359619140626
1454000917809,-0.002047266960144043,-0.0028876972198486326,-0.0022400665283203126
1454000917850,0.00019987583160400391,-0.015863101482391357,-0.0036297225952148437
