time,power,alpha,beta,gamma
1455713844390,0.97,212.23715209960938,167.5856475830078,-70.37287902832031
1455713844453,0.97,212.31826782226562,167.5789794921875,-70.37037658691406
1455713844510,0.97,212.2583770751953,167.5598602294922,-70.3649673461914
1455713844572,0.97,212.2277069091797,167.53785705566406,-70.35809326171875
1455713844629,0.97,212.2913055419922,167.53126525878906,-70.35782623291016
1455713844692,0.97,212.3662109375,167.52003479003906,-70.36087036132812
1455713844750,0.97,212.2057342529297,167.5221710205078,-70.35643768310547
1455713844812,0.97,212.1472930908203,167.50311279296875,-70.36398315429688
1455713844868,0.97,212.2882843017578,167.5048828125,-70.35831451416016
1455713844930,0.97,212.14590454101562,167.51930236816406,-70.3541259765625
1455713844988,0.97,212.22789001464844,167.5150909423828,-70.34737396240234
1455713845051,0.97,212.3836669921875,167.52223205566406,-70.3482437133789
1455713845108,0.97,212.36700439453125,167.5252227783203,-70.35147094726562
1455713845172,0.97,212.20960998535156,167.54527282714844,-70.35272216796875
1455713845228,0.97,212.3515625,167.55909729003906,-70.35427856445312
1455713845290,0.97,212.21067810058594,167.55751037597656,-70.34680938720703
1455713845347,0.97,212.1632080078125,167.56192016601562,-70.33837890625
1455713845411,0.97,212.1890411376953,167.5601806640625,-70.34162139892578
1455713845471,0.97,212.313232421875,167.57200622558594,-70.33158111572266
1455713845530,0.97,212.09161376953125,167.5679473876953,-70.33352661132812
1455713845590,0.97,212.14505004882812,167.55621337890625,-70.32263946533203
1455713845649,0.97,212.0710906982422,167.5548858642578,-70.32183074951172
1455713845707,0.97,212.1238250732422,167.55552673339844,-70.30918884277344
1455713845770,0.97,212.0771026611328,167.55230712890625,-70.30980682373047
1455713845827,0.97,212.19827270507812,167.54617309570312,-70.3084487915039
1455713845890,0.97,212.09103393554688,167.54385375976562,-70.30675506591797
1455713845947,0.97,212.11001586914062,167.5404052734375,-70.30447387695312
1455713846011,0.97,212.20883178710938,167.5481414794922,-70.3012924194336
1455713846066,0.97,212.28208923339844,167.55484008789062,-70.30131530761719
1455713846128,0.97,212.1061248779297,167.55691528320312,-70.30303955078125
1455713846185,0.97,212.23257446289062,167.55519104003906,-70.30449676513672
1455713846251,0.97,212.35934448242188,167.56951904296875,-70.3050765991211
1455713846306,0.97,212.37997436523438,167.56695556640625,-70.30841827392578
1455713846370,0.97,212.36354064941406,167.5808563232422,-70.31489562988281
1455713846427,0.97,212.413330078125,167.58526611328125,-70.31359100341797
1455713846488,0.97,212.42076110839844,167.58505249023438,-70.32640075683594
1455713846546,0.97,212.3843536376953,167.59315490722656,-70.32779693603516
1455713846610,0.97,212.53082275390625,167.6063995361328,-70.33026885986328
1455713846663,0.97,212.7105255126953,167.63552856445312,-70.33387756347656
1455713846730,0.97,212.75759887695312,167.636962890625,-70.33026885986328
1455713846785,0.97,212.57943725585938,167.64012145996094,-70.33070373535156
1455713846847,0.97,212.74420166015625,167.646484375,-70.32798767089844
1455713846905,0.97,212.59494018554688,167.6573028564453,-70.32038879394531
1455713846967,0.97,212.61021423339844,167.65997314453125,-70.3267593383789
1455713847025,0.97,212.55027770996094,167.6603240966797,-70.32697296142578
1455713847087,0.97,212.6412811279297,167.6568145751953,-70.3242416381836
1455713847144,0.97,212.34796142578125,167.6507568359375,-70.3222885131836
1455713847206,0.97,212.35691833496094,167.64927673339844,-70.31906127929688
1455713847265,0.97,212.3636932373047,167.61181640625,-70.31407928466797
1455713847327,0.97,212.35128784179688,167.59791564941406,-70.31468963623047
1455713847384,0.97,212.22280883789062,167.57412719726562,-70.3175048828125
1455713847446,0.97,212.4227752685547,167.54672241210938,-70.3055191040039
1455713847504,0.97,212.3339080810547,167.5462188720703,-70.30081176757812
1455713847566,0.97,212.1280059814453,167.54135131835938,-70.29579162597656
1455713847623,0.97,212.11508178710938,167.52777099609375,-70.28082275390625
1455713847686,0.97,212.07882690429688,167.51455688476562,-70.26729583740234
1455713847745,0.97,211.9826202392578,167.51290893554688,-70.27230834960938
1455713847805,0.97,212.0377655029297,167.50900268554688,-70.25946044921875
1455713847863,0.97,212.0800323486328,167.5012969970703,-70.26400756835938
1455713847927,0.97,211.9751739501953,167.4691925048828,-70.26998138427734
1455713847982,0.97,211.83445739746094,167.4520263671875,-70.27153015136719
1455713848045,0.97,212.0183563232422,167.43942260742188,-70.26546478271484
1455713848103,0.97,211.97386169433594,167.40206909179688,-70.25357055664062
1455713848165,0.97,211.89111328125,167.379150390625,-70.24744415283203
1455713848222,0.97,211.88369750976562,167.3746795654297,-70.24266052246094
1455713848286,0.97,211.7930145263672,167.3678741455078,-70.23081970214844
1455713848343,0.97,211.68905639648438,167.3326416015625,-70.2319564819336
1455713848404,0.97,211.66119384765625,167.3237762451172,-70.24163818359375
1455713848462,0.97,211.5586395263672,167.29100036621094,-70.2586898803711
1455713848525,0.97,211.39915466308594,167.26461791992188,-70.2598648071289
1455713848582,0.97,211.40585327148438,167.246337890625,-70.26303100585938
1455713848644,0.97,211.56283569335938,167.24656677246094,-70.25979614257812
1455713848702,0.97,211.58021545410156,167.2447052001953,-70.2673568725586
1455713848765,0.97,211.65304565429688,167.2863006591797,-70.25770568847656
1455713848821,0.97,211.83026123046875,167.2931365966797,-70.25650024414062
1455713848884,0.97,211.83924865722656,167.28536987304688,-70.26126861572266
1455713848940,0.97,211.76373291015625,167.2819366455078,-70.26995849609375
1455713849003,0.97,211.82325744628906,167.28851318359375,-70.26747131347656
1455713849062,0.97,211.9438018798828,167.2897491455078,-70.2568588256836
1455713849123,0.97,211.7338104248047,167.28733825683594,-70.25595092773438
1455713849180,0.97,211.82498168945312,167.29180908203125,-70.26152038574219
1455713849244,0.97,212.02664184570312,167.30799865722656,-70.25664520263672
1455713849301,0.97,212.09632873535156,167.32879638671875,-70.26643371582031
1455713849362,0.97,212.00238037109375,167.3473358154297,-70.27871704101562
1455713849419,0.97,212.23391723632812,167.35842895507812,-70.28133392333984
1455713849484,0.97,212.35899353027344,167.38623046875,-70.28976440429688
1455713849540,0.97,212.47625732421875,167.39857482910156,-70.27781677246094
1455713849602,0.97,212.48776245117188,167.40403747558594,-70.28337097167969
1455713849660,0.97,212.9393768310547,167.45932006835938,-70.24424743652344
1455713849722,0.97,212.96519470214844,167.51657104492188,-70.21038818359375
1455713849779,0.97,213.5598602294922,167.58863830566406,-70.15647888183594
1455713849842,0.97,213.97779846191406,167.5863494873047,-70.15298461914062
1455713849900,0.97,214.2499237060547,167.48619079589844,-70.08790588378906
1455713849962,0.97,213.99237060546875,167.3997039794922,-70.06989288330078
1455713850019,0.97,213.30194091796875,167.1658935546875,-70.15080261230469
1455713850082,0.97,212.88748168945312,167.07212829589844,-70.18341827392578
1455713850139,0.97,212.7533416748047,166.9503936767578,-70.16708374023438
1455713850201,0.97,212.87472534179688,166.91632080078125,-70.11791229248047
1455713850258,0.97,212.82791137695312,166.85009765625,-70.07683563232422
1455713850321,0.97,212.79112243652344,166.8715057373047,-70.08406829833984
1455713850378,0.97,212.67739868164062,166.9059295654297,-70.10504150390625
1455713850441,0.97,212.61875915527344,166.97039794921875,-70.20472717285156
1455713850498,0.97,212.28958129882812,166.9980926513672,-70.24027252197266
1455713850560,0.97,211.99319458007812,167.12899780273438,-70.29401397705078
1455713850618,0.97,211.82131958007812,167.22576904296875,-70.3053207397461
1455713850681,0.97,211.85646057128906,167.44932556152344,-70.32037353515625
1455713850737,0.97,211.7136993408203,167.55691528320312,-70.33328247070312
1455713850800,0.97,211.59373474121094,167.7191162109375,-70.39956665039062
1455713850857,0.97,211.40647888183594,167.78846740722656,-70.43701934814453
1455713850919,0.97,211.35682678222656,167.89263916015625,-70.49127197265625
1455713850976,0.97,211.1387176513672,167.92755126953125,-70.53510284423828
1455713851040,0.97,211.09573364257812,167.92861938476562,-70.58048248291016
1455713851098,0.97,210.73370361328125,167.86398315429688,-70.6085433959961
1455713851159,0.97,210.80606079101562,167.8259735107422,-70.60823822021484
1455713851216,0.97,210.97877502441406,167.80130004882812,-70.57270050048828
1455713851279,0.97,210.96714782714844,167.79574584960938,-70.57014465332031
1455713851337,0.97,210.8231658935547,167.78224182128906,-70.54883575439453
1455713851399,0.97,210.8306121826172,167.78076171875,-70.5469741821289
1455713851456,0.97,210.82049560546875,167.75857543945312,-70.5439224243164
1455713851518,0.97,210.85887145996094,167.74713134765625,-70.54769134521484
1455713851577,0.97,210.75537109375,167.73866271972656,-70.56898498535156
1455713851638,0.97,210.8895263671875,167.74386596679688,-70.56607818603516
1455713851696,0.97,210.82635498046875,167.72584533691406,-70.56338500976562
1455713851758,0.97,210.78155517578125,167.6922607421875,-70.57356262207031
1455713851814,0.97,210.9822540283203,167.68756103515625,-70.57244110107422
1455713851878,0.97,210.96182250976562,167.6898651123047,-70.58717346191406
1455713851935,0.97,211.0823516845703,167.6725311279297,-70.57776641845703
1455713851998,0.97,211.19810485839844,167.6319580078125,-70.57081604003906
1455713852054,0.97,211.3424530029297,167.6116180419922,-70.56996154785156
1455713852117,0.97,211.21815490722656,167.57408142089844,-70.5716781616211
1455713852174,0.97,211.36181640625,167.56373596191406,-70.56322479248047
1455713852237,0.97,211.55763244628906,167.56436157226562,-70.5321273803711
1455713852293,0.97,211.58155822753906,167.57864379882812,-70.52738952636719
1455713852357,0.97,211.399169921875,167.7049102783203,-70.55839538574219
1455713852414,0.97,211.60806274414062,167.78851318359375,-70.56249237060547
1455713852477,0.97,211.7032470703125,167.9658203125,-70.55238342285156
1455713852533,0.97,211.84976196289062,168.2312469482422,-70.51350402832031
1455713852597,0.97,211.93670654296875,168.37783813476562,-70.48990631103516
1455713852654,0.97,212.2187042236328,168.6779327392578,-70.48453521728516
1455713852716,0.97,212.18264770507812,168.8181610107422,-70.47772216796875
1455713852773,0.97,212.3192138671875,169.07717895507812,-70.46684265136719
1455713852836,0.97,212.35272216796875,169.1468963623047,-70.46810150146484
1455713852894,0.97,212.1004180908203,169.158935546875,-70.5094223022461
1455713852956,0.97,211.8143768310547,169.13311767578125,-70.51597595214844
1455713853013,0.97,211.98776245117188,169.1393280029297,-70.51202392578125
1455713853076,0.97,211.8898468017578,169.16490173339844,-70.51187133789062
1455713853134,0.97,211.8990478515625,169.20152282714844,-70.51631927490234
1455713853196,0.97,211.8168182373047,169.21444702148438,-70.51090240478516
1455713853252,0.97,212.009521484375,169.2411346435547,-70.48462677001953
1455713853315,0.97,211.893310546875,169.22161865234375,-70.5250244140625
1455713853372,0.97,211.93768310546875,169.20330810546875,-70.53276062011719
1455713853436,0.97,212.18389892578125,169.2501220703125,-70.50086975097656
1455713853492,0.97,212.26014709472656,169.30194091796875,-70.49240112304688
1455713853554,0.97,212.13316345214844,169.40640258789062,-70.51963806152344
1455713853611,0.97,212.34356689453125,169.46531677246094,-70.5343246459961
1455713853674,0.97,212.28451538085938,169.61099243164062,-70.56925964355469
1455713853731,0.97,212.24765014648438,169.68194580078125,-70.57872009277344
1455713853794,0.97,212.35914611816406,169.81723022460938,-70.57901000976562
1455713853851,0.97,212.35153198242188,169.84963989257812,-70.58837890625
1455713853914,0.97,212.11367797851562,169.83197021484375,-70.5867691040039
1455713853970,0.97,212.0945587158203,169.79066467285156,-70.58729553222656
1455713854033,0.97,212.20855712890625,169.70608520507812,-70.55862426757812
1455713854091,0.97,212.04388427734375,169.60830688476562,-70.52313995361328
1455713854153,0.97,212.03265380859375,169.53146362304688,-70.50508117675781
1455713854211,0.97,212.00311279296875,169.32789611816406,-70.48518371582031
1455713854273,0.97,211.9109344482422,169.2276611328125,-70.47705078125
1455713854330,0.97,211.7450408935547,169.03855895996094,-70.46112060546875
1455713854393,0.97,211.9568634033203,168.97348022460938,-70.45372772216797
1455713854451,0.97,212.05047607421875,168.9103240966797,-70.40506744384766
1455713854513,0.97,212.00555419921875,168.86428833007812,-70.40478515625
1455713854570,0.97,211.8159637451172,168.75946044921875,-70.3880615234375
1455713854633,0.97,211.8611602783203,168.66041564941406,-70.36067199707031
1455713854691,0.97,211.6607666015625,168.5955047607422,-70.34320831298828
1455713854753,0.97,211.6989288330078,168.4904327392578,-70.30290985107422
1455713854809,0.97,211.6007843017578,168.43898010253906,-70.28617858886719
1455713854873,0.97,211.52540588378906,168.33734130859375,-70.26930236816406
1455713854929,0.97,211.3817138671875,168.2882537841797,-70.25727081298828
1455713854992,0.97,211.32626342773438,168.18875122070312,-70.24759674072266
1455713855049,0.97,211.15150451660156,168.14776611328125,-70.25587463378906
1455713855113,0.97,210.92596435546875,168.07411193847656,-70.25444793701172
1455713855169,0.97,210.9346923828125,168.04104614257812,-70.24415588378906
1455713855231,0.97,211.06085205078125,167.9549560546875,-70.2508316040039
1455713855288,0.97,211.01699829101562,167.93023681640625,-70.23856353759766
1455713855351,0.97,210.8175811767578,167.86146545410156,-70.235107421875
1455713855407,0.97,210.84339904785156,167.86065673828125,-70.2330322265625
1455713855471,0.97,210.81671142578125,167.88743591308594,-70.24868774414062
1455713855528,0.97,210.8000946044922,167.9584197998047,-70.27909851074219
1455713855591,0.97,210.74020385742188,168.0064697265625,-70.28276062011719
1455713855648,0.97,210.87525939941406,168.07376098632812,-70.2902603149414
1455713855710,0.97,210.73001098632812,168.09771728515625,-70.30169677734375
1455713855767,0.97,210.83482360839844,168.15394592285156,-70.32262420654297
1455713855830,0.97,210.7921905517578,168.17771911621094,-70.32421875
1455713855888,0.97,210.81411743164062,168.2462921142578,-70.33917236328125
1455713855950,0.97,210.65443420410156,168.27658081054688,-70.35680389404297
1455713856007,0.97,210.77362060546875,168.35350036621094,-70.35940551757812
1455713856070,0.97,210.70379638671875,168.37413024902344,-70.35888671875
1455713856127,0.97,210.6660919189453,168.42462158203125,-70.34732818603516
1455713856190,0.97,210.73008728027344,168.44863891601562,-70.35037994384766
1455713856247,0.97,210.7411651611328,168.4613494873047,-70.3450927734375
1455713856309,0.97,210.51690673828125,168.5420684814453,-70.33168029785156
1455713856366,0.97,210.5830078125,168.58810424804688,-70.32711029052734
1455713856428,0.97,210.70953369140625,168.7036895751953,-70.34507751464844
1455713856487,0.97,210.65945434570312,168.74386596679688,-70.35521697998047
1455713856548,0.97,210.05982971191406,168.74168395996094,-70.3359146118164
1455713856605,0.97,210.05068969726562,168.76658630371094,-70.14990997314453
1455713856669,0.97,209.75424194335938,168.93783569335938,-69.54556274414062
1455713856725,0.97,209.922607421875,169.20985412597656,-69.59874725341797
1455713856788,0.97,210.74130249023438,170.2801513671875,-68.89712524414062
1455713856845,0.97,209.4537353515625,170.63267517089844,-68.85971069335938
1455713856908,0.97,204.0397491455078,171.48377990722656,-68.91865539550781
1455713856965,0.97,198.1077117919922,172.34645080566406,-68.96438598632812
1455713857028,0.97,197.84669494628906,172.3748779296875,-68.51891326904297
1455713857085,0.97,204.22402954101562,171.49200439453125,-68.67517852783203
1455713857148,0.97,208.95042419433594,170.87313842773438,-68.50982666015625
1455713857204,0.97,215.57530212402344,170.1253662109375,-67.73686981201172
1455713857267,0.97,217.6600799560547,169.95217895507812,-67.38701629638672
1455713857324,0.97,218.88160705566406,169.96514892578125,-67.05203247070312
1455713857387,0.97,219.8138885498047,169.92018127441406,-66.70577239990234
1455713857445,0.97,224.9971466064453,169.40023803710938,-65.90423583984375
1455713857506,0.97,226.074951171875,169.14341735839844,-65.62425231933594
1455713857564,0.97,227.77171325683594,168.99620056152344,-65.25044250488281
1455713857627,0.97,227.81591796875,169.0724639892578,-65.20079803466797
1455713857683,0.97,226.91741943359375,169.19735717773438,-65.37680053710938
1455713857746,0.97,225.71897888183594,169.1479949951172,-65.76555633544922
1455713857804,0.97,225.08143615722656,169.0652618408203,-65.98365783691406
1455713857866,0.97,223.22669982910156,168.78860473632812,-66.41234588623047
1455713857923,0.97,222.12168884277344,168.61041259765625,-66.64617919921875
1455713857985,0.97,220.88272094726562,168.31683349609375,-66.92057800292969
1455713858043,0.97,220.41030883789062,168.197998046875,-66.98762512207031
1455713858105,0.97,219.92428588867188,168.06219482421875,-67.03594207763672
1455713858162,0.97,219.6480712890625,168.03443908691406,-67.14415740966797
1455713858226,0.97,219.47576904296875,168.02865600585938,-67.4779281616211
1455713858283,0.97,219.04476928710938,168.00527954101562,-67.58363342285156
1455713858345,0.97,219.09414672851562,168.0135498046875,-67.67415618896484
1455713858402,0.97,219.23748779296875,168.02499389648438,-67.65583038330078
1455713858465,0.97,219.79786682128906,168.14080810546875,-67.61865997314453
1455713858522,0.97,219.9307403564453,168.28277587890625,-67.6211929321289
1455713858585,0.97,219.98373413085938,168.33335876464844,-67.6369857788086
1455713858642,0.97,219.8340301513672,168.39588928222656,-67.66395568847656
1455713858704,0.97,219.94886779785156,168.45639038085938,-67.63832092285156
1455713858763,0.97,220.39288330078125,168.59014892578125,-67.50949096679688
1455713858824,0.97,220.77862548828125,168.6566925048828,-67.44635009765625
1455713858882,0.97,220.85670471191406,168.64981079101562,-67.4043197631836
1455713858944,0.97,220.936767578125,168.62823486328125,-67.40449523925781
1455713859002,0.97,221.2303924560547,168.68609619140625,-67.3910140991211
1455713859064,0.97,221.27944946289062,168.74595642089844,-67.37124633789062
1455713859121,0.97,221.30947875976562,168.81944274902344,-67.39273071289062
1455713859185,0.97,221.56968688964844,168.81231689453125,-67.37830352783203
1455713859241,0.97,221.63546752929688,168.7784881591797,-67.37471771240234
1455713859303,0.97,221.58370971679688,168.66787719726562,-67.32498168945312
1455713859361,0.97,221.7342987060547,168.57945251464844,-67.31201171875
1455713859424,0.97,221.8330078125,168.36801147460938,-67.25212097167969
1455713859480,0.97,221.96241760253906,168.24964904785156,-67.21853637695312
1455713859543,0.97,221.77272033691406,167.9917755126953,-67.13890838623047
1455713859600,0.97,221.83969116210938,167.89820861816406,-67.11028289794922
1455713859662,0.97,221.67813110351562,167.77439880371094,-67.02813720703125
1455713859719,0.97,221.8223419189453,167.74143981933594,-66.98197174072266
1455713859782,0.97,221.7958221435547,167.70120239257812,-66.95882415771484
1455713859839,0.97,221.96360778808594,167.68310546875,-66.95365905761719
1455713859902,0.97,221.7971649169922,167.68252563476562,-66.9469985961914
1455713859959,0.97,222.03211975097656,167.7376708984375,-66.9697494506836
1455713860021,0.97,221.91200256347656,167.7708282470703,-66.98182678222656
1455713860079,0.97,221.8462677001953,167.82875061035156,-67.01506805419922
1455713860142,0.97,221.87222290039062,167.87435913085938,-67.01509857177734
1455713860199,0.97,222.1797637939453,168.02395629882812,-67.00666809082031
1455713860262,0.97,222.13734436035156,168.09674072265625,-67.01056671142578
1455713860320,0.97,222.17971801757812,168.22036743164062,-67.01608276367188
1455713860381,0.97,222.21148681640625,168.28211975097656,-67.02071380615234
1455713860438,0.97,222.04705810546875,168.44625854492188,-67.08394622802734
1455713860501,0.97,221.80284118652344,168.54098510742188,-67.129150390625
1455713860559,0.97,221.60816955566406,168.73828125,-67.21501159667969
1455713860621,0.97,221.5904998779297,168.80233764648438,-67.24505615234375
1455713860677,0.97,221.40736389160156,168.9017333984375,-67.30714416503906
1455713860741,0.97,221.3887939453125,169.00308227539062,-67.37104034423828
1455713860797,0.97,221.4200897216797,169.09364318847656,-67.39095306396484
1455713860860,0.97,221.4954833984375,169.26577758789062,-67.41275024414062
1455713860917,0.97,221.47442626953125,169.3327178955078,-67.40103149414062
1455713860980,0.97,221.8128662109375,169.41104125976562,-67.4053726196289
1455713861037,0.97,221.66796875,169.4296417236328,-67.41326904296875
1455713861100,0.97,221.78244018554688,169.49227905273438,-67.39891052246094
1455713861157,0.97,221.94732666015625,169.54579162597656,-67.3620834350586
1455713861219,0.97,222.18988037109375,169.5653839111328,-67.29354858398438
1455713861279,0.97,222.0642547607422,169.53741455078125,-67.27410125732422
1455713861339,0.97,221.8973388671875,169.48660278320312,-67.25643920898438
1455713861394,0.97,222.0492401123047,169.49429321289062,-67.24959564208984
1455713861458,0.97,222.1599884033203,169.53302001953125,-67.23584747314453
1455713861516,0.97,222.00381469726562,169.56414794921875,-67.20974731445312
1455713861578,0.97,222.17657470703125,169.59402465820312,-67.19024658203125
1455713861635,0.97,221.72511291503906,169.6876983642578,-67.18228149414062
1455713861701,0.97,221.196533203125,169.7406005859375,-67.1973648071289
1455713861756,0.97,219.97836303710938,169.86532592773438,-67.20577239990234
1455713861817,0.97,219.5100860595703,169.93663024902344,-67.21455383300781
1455713861875,0.97,218.01600646972656,170.07855224609375,-67.26468658447266
1455713861936,0.97,217.52149963378906,170.14869689941406,-67.2992172241211
1455713861995,0.97,216.65545654296875,170.27996826171875,-67.3413314819336
1455713862058,0.97,216.47987365722656,170.3067169189453,-67.32691955566406
1455713862114,0.97,216.0253143310547,170.34300231933594,-67.26158142089844
1455713862177,0.97,216.76007080078125,170.2725067138672,-67.19119262695312
1455713862236,0.97,217.1765594482422,170.22274780273438,-67.1374282836914
1455713862297,0.97,217.9582977294922,170.11032104492188,-67.08769226074219
1455713862353,0.97,218.49098205566406,170.05233764648438,-67.0560073852539
1455713862416,0.97,218.72254943847656,169.99224853515625,-66.99764251708984
1455713862474,0.97,218.50596618652344,169.98643493652344,-66.9278335571289
1455713862537,0.97,218.39779663085938,170.02268981933594,-66.90357208251953
1455713862593,0.97,218.3770751953125,170.04660034179688,-66.95233154296875
1455713862657,0.97,218.2928924560547,170.01100158691406,-67.20909881591797
1455713862713,0.97,218.65760803222656,169.93113708496094,-67.3938980102539
1455713862776,0.97,219.63742065429688,169.78750610351562,-67.6544418334961
1455713862833,0.97,219.48948669433594,169.7250213623047,-67.75672149658203
1455713862896,0.97,218.96104431152344,169.56964111328125,-67.91947937011719
1455713862953,0.97,218.98739624023438,169.40594482421875,-68.03358459472656
1455713863015,0.97,218.8162384033203,169.33932495117188,-68.06315612792969
1455713863073,0.97,218.67796325683594,169.23391723632812,-68.03865814208984
1455713863135,0.97,218.74803161621094,169.17333984375,-67.94855499267578
1455713863193,0.97,219.15162658691406,169.0702362060547,-67.84505462646484
1455713863257,0.97,219.10220336914062,169.0693817138672,-67.81060791015625
1455713863313,0.97,219.56520080566406,169.1260223388672,-67.744140625
1455713863375,0.97,219.5093536376953,169.1354217529297,-67.73088836669922
1455713863433,0.97,219.4246368408203,169.09579467773438,-67.76858520507812
1455713863496,0.97,219.27133178710938,169.084228515625,-67.77701568603516
1455713863552,0.97,219.60789489746094,169.0154266357422,-67.74079132080078
1455713863614,0.97,219.5148468017578,168.96209716796875,-67.70372772216797
1455713863672,0.97,219.44705200195312,168.79087829589844,-67.6409683227539
1455713863735,0.97,219.47731018066406,168.53477478027344,-67.57344055175781
1455713863791,0.97,219.67022705078125,168.4300994873047,-67.53272247314453
1455713863855,0.97,219.4464111328125,168.26568603515625,-67.50540924072266
1455713863911,0.97,219.4307861328125,168.22006225585938,-67.53500366210938
1455713863974,0.97,219.0826416015625,168.17225646972656,-67.71265411376953
1455713864031,0.97,218.86045837402344,168.1326446533203,-67.79772186279297
1455713864094,0.97,218.2499237060547,168.01190185546875,-67.94721221923828
1455713864150,0.97,218.15757751464844,167.96058654785156,-67.96382141113281
1455713864214,0.97,218.16119384765625,167.9294891357422,-67.93795013427734
1455713864271,0.97,218.0177459716797,167.90867614746094,-67.94841766357422
1455713864333,0.97,217.9325714111328,167.9182891845703,-67.94686889648438
1455713864391,0.97,217.90777587890625,168.0107879638672,-67.92326354980469
1455713864453,0.97,218.02590942382812,168.08958435058594,-67.91344451904297
1455713864510,0.97,218.38357543945312,168.30084228515625,-67.83921813964844
1455713864573,0.97,218.73983764648438,168.40530395507812,-67.81824493408203
1455713864631,0.97,218.94387817382812,168.58245849609375,-67.79718017578125
1455713864692,0.97,219.2054901123047,168.63763427734375,-67.78380584716797
1455713864750,0.97,219.55970764160156,168.70643615722656,-67.72364807128906
1455713864813,0.97,219.81809997558594,168.72898864746094,-67.70972442626953
1455713864870,0.97,219.7261199951172,168.71475219726562,-67.67850494384766
1455713864932,0.97,219.84690856933594,168.68795776367188,-67.65814971923828
1455713864990,0.97,219.9433135986328,168.6226806640625,-67.64060974121094
1455713865053,0.97,220.02249145507812,168.56204223632812,-67.57439422607422
1455713865110,0.97,219.98291015625,168.535888671875,-67.5634536743164
1455713865172,0.97,220.16000366210938,168.5088348388672,-67.54825592041016
1455713865229,0.97,220.09112548828125,168.52606201171875,-67.5248794555664
1455713865292,0.97,219.985595703125,168.47967529296875,-67.5030746459961
1455713865349,0.97,220.01841735839844,168.45901489257812,-67.48424530029297
1455713865412,0.97,220.07196044921875,168.41534423828125,-67.4786605834961
1455713865468,0.97,219.94837951660156,168.41636657714844,-67.46585845947266
1455713865531,0.97,220.2259521484375,168.43280029296875,-67.41498565673828
1455713865588,0.97,220.33782958984375,168.43763732910156,-67.41119384765625
1455713865651,0.97,220.26165771484375,168.46365356445312,-67.40542602539062
1455713865707,0.97,220.2043914794922,168.4928741455078,-67.39751434326172
1455713865771,0.97,220.58111572265625,168.578125,-67.37287139892578
1455713865828,0.97,220.52432250976562,168.59059143066406,-67.39006042480469
1455713865891,0.97,220.2948760986328,168.58056640625,-67.41572570800781
1455713865946,0.97,220.30166625976562,168.60284423828125,-67.4406967163086
1455713866011,0.97,220.2805938720703,168.59999084472656,-67.44429016113281
1455713866068,0.97,220.27674865722656,168.59719848632812,-67.44429016113281
1455713866129,0.97,220.300048828125,168.5851593017578,-67.4581527709961
1455713866187,0.97,220.42747497558594,168.55194091796875,-67.47129821777344
1455713866250,0.97,220.34695434570312,168.5465545654297,-67.46034240722656
1455713866307,0.97,220.40145874023438,168.5015106201172,-67.43373107910156
1455713866371,0.97,220.425048828125,168.4800567626953,-67.43917846679688
1455713866427,0.97,220.4430694580078,168.4315643310547,-67.43355560302734
1455713866488,0.97,220.2511444091797,168.41702270507812,-67.43167877197266
1455713866546,0.97,220.4431915283203,168.40528869628906,-67.43486022949219
1455713866609,0.97,220.19400024414062,168.39486694335938,-67.45765686035156
1455713866664,0.97,220.13101196289062,168.4212646484375,-67.45014190673828
1455713866727,0.97,220.29762268066406,168.5561065673828,-67.40796661376953
1455713866787,0.97,220.37940979003906,168.64817810058594,-67.3926773071289
1455713866848,0.97,220.2054443359375,168.80453491210938,-67.3971939086914
1455713866905,0.97,220.13552856445312,168.84234619140625,-67.42924499511719
1455713866970,0.97,219.7727813720703,168.83575439453125,-67.53878021240234
1455713867024,0.97,219.61990356445312,168.83921813964844,-67.59813690185547
1455713867087,0.97,219.1382293701172,168.92276000976562,-67.70670318603516
1455713867147,0.97,219.4183807373047,168.98709106445312,-67.73434448242188
1455713867207,0.97,219.38636779785156,169.10345458984375,-67.7762680053711
1455713867263,0.97,219.38821411132812,169.17367553710938,-67.8052749633789
1455713867327,0.97,219.38160705566406,169.3503875732422,-67.86327362060547
1455713867385,0.97,219.44076538085938,169.52728271484375,-67.88357543945312
1455713867447,0.97,219.3445587158203,169.60850524902344,-67.89985656738281
1455713867503,0.97,219.51187133789062,169.74581909179688,-67.92960357666016
1455713867567,0.97,219.7078094482422,169.81236267089844,-67.92987060546875
1455713867625,0.97,219.04135131835938,169.94947814941406,-67.93053436279297
1455713867686,0.97,218.55126953125,170.02200317382812,-67.9244155883789
1455713867743,0.97,217.59967041015625,170.18556213378906,-67.87889862060547
1455713867806,0.97,217.30380249023438,170.23687744140625,-67.85261535644531
1455713867864,0.97,216.82522583007812,170.2796630859375,-67.83731842041016
1455713867926,0.97,216.62754821777344,170.31092834472656,-67.82694244384766
1455713867983,0.97,216.28775024414062,170.3349609375,-67.80692291259766
1455713868047,0.97,216.24984741210938,170.31056213378906,-67.83040618896484
1455713868104,0.97,216.3914794921875,170.27537536621094,-67.82545471191406
1455713868166,0.97,217.25433349609375,170.16909790039062,-67.81460571289062
1455713868223,0.97,217.4125213623047,170.11041259765625,-67.80575561523438
1455713868285,0.97,217.93467712402344,170.012939453125,-67.79730224609375
1455713868343,0.97,218.17391967773438,169.96435546875,-67.79814147949219
