time,power,alpha,beta,gamma
1455714148710,0.97,38.460140228271484,143.3298797607422,-86.42391204833984
1455714148772,0.97,38.19794845581055,143.19883728027344,-86.31083679199219
1455714148830,0.97,37.94428253173828,142.79013061523438,-86.1058349609375
1455714148892,0.97,37.8379020690918,142.63290405273438,-86.07913208007812
1455714148949,0.97,37.3620719909668,142.43365478515625,-85.9786376953125
1455714149012,0.97,37.18851852416992,142.36778259277344,-85.93533325195312
1455714149070,0.97,36.82768630981445,142.18484497070312,-85.8369140625
1455714149131,0.97,36.58639907836914,142.22103881835938,-85.90637969970703
1455714149189,0.97,36.149112701416016,142.19204711914062,-85.95207977294922
1455714149252,0.97,36.1237907409668,142.06265258789062,-86.27432250976562
1455714149308,0.97,35.98578643798828,141.9928436279297,-86.36603546142578
1455714149371,0.97,35.85395431518555,141.80264282226562,-86.54621887207031
1455714149428,0.97,35.85165023803711,141.79400634765625,-86.7622299194336
1455714149491,0.97,35.950992584228516,141.87884521484375,-87.24288940429688
1455714149547,0.97,35.99081802368164,141.9312286376953,-87.38658905029297
1455714149611,0.97,36.17869567871094,142.03306579589844,-87.52896881103516
1455714149668,0.97,36.358646392822266,142.15499877929688,-87.61273193359375
1455714149730,0.97,36.807777404785156,142.49017333984375,-87.77645874023438
1455714149787,0.97,36.917442321777344,142.6549072265625,-87.7879867553711
1455714149851,0.97,37.0234260559082,142.98329162597656,-87.85125732421875
1455714149908,0.97,37.106266021728516,143.1992950439453,-87.81036376953125
1455714149970,0.97,36.95458984375,143.59620666503906,-87.65755462646484
1455714150027,0.97,36.8484992980957,143.8968505859375,-87.42906188964844
1455714150093,0.97,36.898765563964844,144.02207946777344,-87.3212890625
1455714150147,0.97,36.98524475097656,144.1812286376953,-87.16984558105469
1455714150209,0.97,37.01551818847656,144.21031188964844,-87.07211303710938
1455714150267,0.97,37.0838623046875,144.09555053710938,-86.8788070678711
1455714150330,0.97,37.11881637573242,144.0015411376953,-86.73606872558594
1455714150387,0.97,37.291534423828125,143.7825927734375,-86.34770202636719
1455714150448,0.97,37.57278823852539,143.72344970703125,-86.14604949951172
1455714150507,0.97,38.499515533447266,143.64178466796875,-85.81620788574219
1455714150570,0.97,39.01325607299805,143.63182067871094,-85.6884994506836
1455714150626,0.97,39.92573928833008,143.5962371826172,-85.48859405517578
1455714150688,0.97,40.40628433227539,143.52450561523438,-85.43614196777344
1455714150746,0.97,40.98369216918945,143.38235473632812,-85.34949493408203
1455714150810,0.97,41.368247985839844,143.22911071777344,-85.15290069580078
1455714150866,0.97,41.411895751953125,143.1953582763672,-85.00788116455078
1455714150928,0.97,41.632938385009766,143.1092071533203,-84.67416381835938
1455714150984,0.97,41.944602966308594,143.091552734375,-84.54222106933594
1455714151047,0.97,42.63621139526367,143.18276977539062,-84.57823944091797
1455714151105,0.97,42.85255813598633,143.26173400878906,-84.62789916992188
1455714151167,0.97,43.11324691772461,143.19102478027344,-84.59319305419922
1455714151223,0.97,43.06357955932617,143.17576599121094,-84.5507583618164
1455714151287,0.97,42.944847106933594,143.26919555664062,-84.6136703491211
1455714151344,0.97,42.85400390625,143.31423950195312,-84.71332550048828
1455714151407,0.97,42.32956314086914,143.33218383789062,-84.9395523071289
1455714151464,0.97,41.8547477722168,143.4046630859375,-85.21649932861328
1455714151527,0.97,41.66959762573242,143.48582458496094,-85.32646179199219
1455714151583,0.97,41.170196533203125,143.6719970703125,-85.43334197998047
1455714151646,0.97,40.966957092285156,143.80270385742188,-85.36872863769531
1455714151704,0.97,40.8577995300293,144.1636505126953,-85.0615005493164
1455714151766,0.97,40.991085052490234,144.34912109375,-84.82852935791016
1455714151823,0.97,41.54487228393555,144.77365112304688,-84.3622055053711
1455714151886,0.97,41.79033660888672,144.9593505859375,-84.23362731933594
1455714151943,0.97,42.5598258972168,144.72845458984375,-84.06832122802734
1455714152005,0.97,42.82161331176758,144.5496368408203,-84.13583374023438
1455714152063,0.97,42.205753326416016,143.95848083496094,-84.13066101074219
1455714152127,0.97,40.89961624145508,143.08009338378906,-83.74589538574219
1455714152183,0.97,40.289798736572266,142.56199645996094,-83.55731201171875
1455714152246,0.97,39.436614990234375,141.8087158203125,-83.06805419921875
1455714152303,0.97,39.191829681396484,141.54269409179688,-83.06068420410156
1455714152365,0.97,38.7677001953125,141.20147705078125,-82.9640121459961
1455714152422,0.97,38.61391067504883,140.96775817871094,-83.18000793457031
1455714152485,0.97,37.96295928955078,140.37794494628906,-83.54679870605469
1455714152542,0.97,37.151493072509766,140.05593872070312,-83.6709213256836
1455714152604,0.97,35.083553314208984,139.27467346191406,-83.74858093261719
1455714152663,0.97,33.95152282714844,138.88340759277344,-83.99478149414062
1455714152724,0.97,31.755096435546875,138.33425903320312,-85.23981475830078
1455714152781,0.97,30.482669830322266,138.40548706054688,-86.72835540771484
1455714152844,0.97,26.62693214416504,138.88851928710938,-89.13550567626953
1455714152902,0.97,25.0234432220459,41.0346794128418,-89.7207260131836
1455714152964,0.97,23.006013870239258,41.05442810058594,-87.25137329101562
1455714153021,0.97,22.234722137451172,41.5797119140625,-84.6036376953125
1455714153085,0.97,22.336666107177734,41.92035675048828,-83.51277160644531
1455714153142,0.97,22.2098388671875,42.95143127441406,-82.85282897949219
1455714153203,0.97,22.437110900878906,43.58206558227539,-82.69050598144531
1455714153261,0.97,21.66396141052246,44.366844177246094,-83.19282531738281
1455714153323,0.97,20.599817276000977,44.32623291015625,-83.91560363769531
1455714153381,0.97,18.278295516967773,43.83765411376953,-85.88013458251953
1455714153443,0.97,17.267499923706055,43.434913635253906,-86.72052764892578
1455714153501,0.97,14.657881736755371,41.9002685546875,-88.5484848022461
1455714153562,0.97,14.269918441772461,40.98430252075195,-88.68424224853516
1455714153620,0.97,13.636153221130371,39.3591194152832,-88.29312896728516
1455714153684,0.97,10.823583602905273,38.763648986816406,-89.26628112792969
1455714153740,0.97,9.406682968139648,141.03155517578125,-89.66973876953125
1455714153802,0.97,8.475341796875,140.97207641601562,-88.74434661865234
1455714153860,0.97,8.036755561828613,141.58616638183594,-88.95942687988281
1455714153922,0.97,8.075769424438477,142.4773406982422,-89.9548568725586
1455714153979,0.97,8.100677490234375,37.412376403808594,-89.8363265991211
1455714154042,0.97,7.403383731842041,37.420536041259766,-89.73436737060547
1455714154099,0.97,7.0219950675964355,37.03184127807617,-89.44078826904297
1455714154162,0.97,6.153008937835693,35.512481689453125,-88.14124298095703
1455714154219,0.97,5.415440082550049,34.40410232543945,-87.2775650024414
1455714154282,0.97,4.1540093421936035,31.666467666625977,-85.20044708251953
1455714154338,0.97,3.5447678565979004,30.543533325195312,-84.96151733398438
1455714154401,0.97,2.9069225788116455,30.349576950073242,-86.2383804321289
1455714154459,0.97,3.322044849395752,31.74270248413086,-87.8786849975586
1455714154521,0.97,3.954498529434204,32.19221115112305,-88.30362701416016
1455714154578,0.97,5.6678147315979,33.343589782714844,-89.32740020751953
1455714154642,0.97,6.861302852630615,34.06462478637695,-89.93891906738281
1455714154699,0.97,11.128056526184082,35.764549255371094,-89.87372589111328
1455714154760,0.97,12.705857276916504,36.61597442626953,-89.83686828613281
1455714154817,0.97,13.087980270385742,37.715431213378906,-89.84264373779297
1455714154881,0.97,12.253089904785156,37.93696594238281,-89.86560821533203
1455714154938,0.97,10.265375137329102,38.020809173583984,-89.96748352050781
1455714155000,0.97,10.005086898803711,38.03881072998047,-89.8975601196289
1455714155057,0.97,10.968375205993652,38.444740295410156,-89.9803237915039
1455714155119,0.97,11.692687034606934,38.661983489990234,-89.96626281738281
1455714155177,0.97,11.94996166229248,141.05809020996094,-89.77394104003906
1455714155240,0.97,12.492837905883789,140.72772216796875,-89.2794189453125
1455714155296,0.97,13.034311294555664,140.60951232910156,-89.16009521484375
1455714155359,0.97,13.511431694030762,140.54522705078125,-89.02750396728516
1455714155417,0.97,13.547243118286133,140.4727783203125,-88.90802764892578
1455714155479,0.97,13.80970573425293,140.22698974609375,-88.68962097167969
1455714155535,0.97,13.943655014038086,140.16529846191406,-88.68328857421875
1455714155599,0.97,14.172727584838867,140.11605834960938,-88.66722869873047
1455714155656,0.97,14.206829071044922,140.10455322265625,-88.67310333251953
1455714155718,0.97,14.366499900817871,140.0762481689453,-88.63770294189453
1455714155775,0.97,14.45418643951416,140.07614135742188,-88.65473175048828
1455714155838,0.97,14.377638816833496,140.1327667236328,-88.82648468017578
1455714155895,0.97,14.260021209716797,140.166015625,-88.95271301269531
1455714155958,0.97,13.98395824432373,140.15652465820312,-89.0741958618164
1455714156015,0.97,13.872298240661621,140.11306762695312,-89.02997589111328
1455714156078,0.97,14.038888931274414,140.1485137939453,-89.01325225830078
1455714156135,0.97,14.765198707580566,140.3058319091797,-88.98443603515625
1455714156198,0.97,15.329328536987305,140.37750244140625,-88.84154510498047
1455714156255,0.97,16.230024337768555,140.41348266601562,-88.45732879638672
1455714156317,0.97,16.6799373626709,140.39779663085938,-88.28334045410156
1455714156375,0.97,17.544292449951172,140.23513793945312,-87.97832489013672
1455714156437,0.97,18.00519561767578,140.21624755859375,-87.96420288085938
1455714156494,0.97,18.592567443847656,140.4485626220703,-88.04386901855469
1455714156556,0.97,18.48065757751465,140.6574249267578,-88.10279846191406
1455714156614,0.97,17.861787796020508,141.08045959472656,-88.30107116699219
1455714156677,0.97,16.813383102416992,141.5659942626953,-88.57173156738281
1455714156734,0.97,16.229637145996094,141.83450317382812,-88.6556396484375
1455714156797,0.97,14.97032356262207,142.2486572265625,-88.6676025390625
1455714156853,0.97,14.457925796508789,142.26834106445312,-88.5969009399414
1455714156916,0.97,13.328458786010742,141.99246215820312,-88.50730895996094
1455714156973,0.97,12.58018684387207,141.7591552734375,-88.43246459960938
1455714157036,0.97,10.982577323913574,141.37583923339844,-88.40567779541016
1455714157093,0.97,10.243074417114258,141.20640563964844,-88.52315521240234
1455714157156,0.97,8.932279586791992,140.88427734375,-88.90308380126953
1455714157213,0.97,8.263599395751953,140.70028686523438,-89.03075408935547
1455714157275,0.97,7.176309108734131,140.3441925048828,-89.55430603027344
1455714157332,0.97,6.641463279724121,140.22055053710938,-89.91179656982422
1455714157395,0.97,6.422482490539551,40.02843475341797,-89.18065643310547
1455714157453,0.97,6.48452091217041,40.20440673828125,-88.76025390625
1455714157515,0.97,6.208184242248535,40.597503662109375,-88.00865936279297
1455714157572,0.97,5.259617805480957,40.66526412963867,-87.783935546875
1455714157635,0.97,5.000836372375488,40.62702560424805,-87.62055206298828
1455714157693,0.97,4.460205554962158,40.620452880859375,-87.35787200927734
1455714157755,0.97,4.061453342437744,40.63115310668945,-87.21589660644531
1455714157812,0.97,3.446838855743408,40.68661117553711,-86.84906768798828
1455714157874,0.97,3.2397849559783936,40.69324493408203,-86.66777801513672
1455714157932,0.97,2.9498136043548584,40.646480560302734,-86.27882385253906
1455714157994,0.97,2.898571014404297,40.655879974365234,-86.0940170288086
1455714158052,0.97,2.502484083175659,40.656620025634766,-85.83524322509766
1455714158113,0.97,2.4630584716796875,40.65188217163086,-85.68265533447266
1455714158171,0.97,2.451003074645996,40.60251998901367,-85.44864654541016
1455714158234,0.97,2.542614698410034,40.637229919433594,-85.23884582519531
1455714158291,0.97,2.744499683380127,40.66555404663086,-85.09070587158203
1455714158353,0.97,3.0083611011505127,40.64588928222656,-84.70366668701172
1455714158410,0.97,3.2112417221069336,40.614845275878906,-84.48558044433594
1455714158473,0.97,3.4431965351104736,40.51287078857422,-84.10546875
1455714158531,0.97,3.441542863845825,40.457733154296875,-83.97716522216797
1455714158593,0.97,3.4494409561157227,40.220096588134766,-83.81732940673828
1455714158650,0.97,3.226088762283325,40.20940017700195,-83.9216079711914
1455714158713,0.97,2.9875051975250244,40.30447006225586,-83.93521881103516
1455714158770,0.97,2.8316938877105713,40.38290786743164,-83.94591522216797
1455714158832,0.97,2.580566644668579,40.395076751708984,-83.78861999511719
1455714158889,0.97,2.5434515476226807,40.441566467285156,-83.67852783203125
1455714158951,0.97,2.5353124141693115,40.64397048950195,-83.4285888671875
1455714159010,0.97,2.528554916381836,40.95150375366211,-83.08355712890625
1455714159072,0.97,2.3838231563568115,41.03609085083008,-82.92666625976562
1455714159129,0.97,1.2677710056304932,41.06167221069336,-82.73452758789062
1455714159191,0.97,0.6560097932815552,41.004581451416016,-82.5950698852539
1455714159250,0.97,359.4759521484375,41.048057556152344,-82.71928405761719
1455714159312,0.97,359.1829833984375,41.172332763671875,-82.88695526123047
1455714159368,0.97,358.83148193359375,41.26601028442383,-83.12327575683594
1455714159431,0.97,358.7572937011719,41.31216049194336,-83.16559600830078
1455714159490,0.97,358.6592102050781,41.407649993896484,-83.2529525756836
1455714159551,0.97,358.84228515625,41.4038200378418,-83.22566986083984
1455714159608,0.97,359.4862060546875,41.2626953125,-83.0370101928711
1455714159672,0.97,359.85784912109375,41.11024856567383,-82.88385772705078
1455714159727,0.97,359.9771423339844,41.06570816040039,-82.8318862915039
1455714159790,0.97,0.19250376522541046,41.0066032409668,-82.74458312988281
1455714159848,0.97,0.20049935579299927,40.969268798828125,-82.71772003173828
1455714159911,0.97,0.09425490349531174,40.99885940551758,-82.74903869628906
1455714159967,0.97,359.9622802734375,41.023868560791016,-82.75999450683594
1455714160030,0.97,359.614013671875,41.06503677368164,-82.78378295898438
1455714160087,0.97,359.4700622558594,41.03750991821289,-82.71043395996094
1455714160150,0.97,359.34027099609375,40.980628967285156,-82.51506805419922
1455714160206,0.97,359.21160888671875,40.912166595458984,-82.39349365234375
1455714160270,0.97,358.9266662597656,40.81526565551758,-82.1898422241211
1455714160327,0.97,358.768798828125,40.802940368652344,-82.14024353027344
1455714160389,0.97,358.5427551269531,40.79678726196289,-82.07008361816406
1455714160447,0.97,358.367919921875,40.77674865722656,-82.16572570800781
1455714160509,0.97,358.41143798828125,40.73229217529297,-82.21073913574219
1455714160567,0.97,358.36749267578125,40.725318908691406,-82.37450408935547
1455714160628,0.97,358.5122985839844,40.77763366699219,-82.38993072509766
1455714160686,0.97,358.76605224609375,40.92570877075195,-82.32283782958984
1455714160748,0.97,359.0091247558594,40.9827995300293,-82.27052307128906
1455714160806,0.97,359.3765869140625,41.023738861083984,-82.1078109741211
1455714160869,0.97,359.4002990722656,41.021568298339844,-82.04491424560547
1455714160925,0.97,359.3622131347656,40.99668502807617,-81.91559600830078
1455714160987,0.97,359.4380187988281,40.99540328979492,-81.88018798828125
1455714161045,0.97,359.4114074707031,40.940773010253906,-81.82772064208984
1455714161107,0.97,359.4161071777344,40.888553619384766,-81.81102752685547
1455714161164,0.97,359.3487854003906,40.767147064208984,-81.85408782958984
1455714161228,0.97,359.5262145996094,40.76302719116211,-81.9499282836914
1455714161285,0.97,359.5975036621094,40.79680252075195,-81.98291015625
1455714161347,0.97,359.6910705566406,40.88743591308594,-82.02398681640625
1455714161404,0.97,359.82501220703125,40.90953826904297,-82.02620697021484
1455714161468,0.97,0.022428633645176888,40.93730926513672,-82.08555603027344
1455714161523,0.97,0.04753384739160538,40.95130920410156,-82.16028594970703
1455714161585,0.97,0.25696536898612976,40.89302444458008,-82.23590850830078
1455714161644,0.97,0.32054248452186584,40.87306594848633,-82.25907897949219
1455714161707,0.97,0.49754598736763,40.8421630859375,-82.28316497802734
1455714161763,0.97,0.6476009488105774,40.782737731933594,-82.25456237792969
1455714161827,0.97,0.7649282813072205,40.71932601928711,-82.25765991210938
1455714161885,0.97,0.924473762512207,40.66740036010742,-82.2296142578125
1455714161946,0.97,0.9486330151557922,40.664485931396484,-82.23728942871094
1455714162003,0.97,0.9534107446670532,40.7337646484375,-82.33737182617188
1455714162067,0.97,0.9762585759162903,40.7574348449707,-82.3861312866211
1455714162124,0.97,0.9573679566383362,40.77605438232422,-82.44422149658203
1455714162187,0.97,0.9062593579292297,40.81752014160156,-82.45909118652344
1455714162243,0.97,0.9279452562332153,40.91539001464844,-82.46485137939453
1455714162305,0.97,1.0016788244247437,40.967247009277344,-82.49533081054688
1455714162363,0.97,0.9251039028167725,41.075767517089844,-82.53844451904297
1455714162427,0.97,0.8866490721702576,41.18452453613281,-82.59304809570312
1455714162483,0.97,1.0134881734848022,41.288997650146484,-82.62032318115234
1455714162545,0.97,1.304490089416504,41.34888458251953,-82.5967788696289
1455714162603,0.97,1.4452910423278809,41.37600326538086,-82.59109497070312
1455714162667,0.97,1.6428884267807007,41.42246627807617,-82.59574127197266
1455714162721,0.97,1.7638245820999146,41.425418853759766,-82.64344787597656
1455714162784,0.97,1.8165810108184814,41.40910720825195,-82.71473693847656
1455714162842,0.97,1.8275545835494995,41.362083435058594,-82.71710968017578
1455714162903,0.97,1.5520298480987549,41.27851486206055,-82.70577239990234
1455714162961,0.97,1.4386999607086182,41.25031280517578,-82.67865753173828
1455714163026,0.97,1.0990328788757324,41.256107330322266,-82.66563415527344
1455714163081,0.97,1.0089759826660156,41.247520446777344,-82.62870788574219
1455714163143,0.97,0.9035366773605347,41.21493911743164,-82.55396270751953
1455714163210,0.97,0.8623780012130737,41.21405792236328,-82.48246002197266
1455714163263,0.97,0.8497890830039978,41.26557922363281,-82.43363189697266
1455714163319,0.97,0.8487159013748169,41.27980041503906,-82.44197845458984
1455714163383,0.97,0.8025028109550476,41.27094268798828,-82.46837615966797
1455714163441,0.97,0.7632847428321838,41.25485610961914,-82.44596862792969
1455714163503,0.97,0.702983558177948,41.25538635253906,-82.44940185546875
1455714163561,0.97,0.6340404748916626,41.30060958862305,-82.52562713623047
1455714163623,0.97,0.6162691712379456,41.3023796081543,-82.53091430664062
1455714163680,0.97,0.5859192609786987,41.29789352416992,-82.55306243896484
1455714163742,0.97,0.6291765570640564,41.32456588745117,-82.59851837158203
1455714163800,0.97,0.6201572418212891,41.361854553222656,-82.67640686035156
1455714163862,0.97,0.5935912728309631,41.39302444458008,-82.7179946899414
1455714163919,0.97,0.5764603018760681,41.44306182861328,-82.80619812011719
1455714163982,0.97,0.5301020741462708,41.466915130615234,-82.83570861816406
1455714164040,0.97,0.5985772609710693,41.50238800048828,-82.89698791503906
1455714164102,0.97,0.6794253587722778,41.57905197143555,-83.01580047607422
1455714164160,0.97,0.6892113089561462,41.59410858154297,-83.0452880859375
1455714164222,0.97,0.7030646800994873,41.7247314453125,-83.18268585205078
1455714164279,0.97,0.7632548809051514,41.82819366455078,-83.28277587890625
1455714164341,0.97,0.7873662710189819,42.02924728393555,-83.44174194335938
1455714164399,0.97,0.8235517740249634,42.15690994262695,-83.50395202636719
1455714164461,0.97,0.7738263010978699,42.42774200439453,-83.62763977050781
1455714164518,0.97,0.9327366352081299,42.493064880371094,-83.62742614746094
1455714164581,0.97,0.8691467046737671,42.52412033081055,-83.6744384765625
1455714164638,0.97,0.8275038599967957,42.54036331176758,-83.72076416015625
1455714164700,0.97,0.7462639212608337,42.519039154052734,-83.70885467529297
1455714164757,0.97,0.6984303593635559,42.474456787109375,-83.64558410644531
1455714164821,0.97,0.5673189163208008,42.403011322021484,-83.57337188720703
1455714164879,0.97,0.7059248089790344,42.2702522277832,-83.49388885498047
1455714164941,0.97,0.6960611343383789,42.20338821411133,-83.44869995117188
1455714164998,0.97,0.6928082704544067,42.10195541381836,-83.40326690673828
1455714165061,0.97,0.7247505187988281,42.039695739746094,-83.36143493652344
1455714165118,0.97,0.7144224047660828,41.94036865234375,-83.34015655517578
1455714165180,0.97,0.7421342134475708,41.87441635131836,-83.27005767822266
1455714165237,0.97,0.6946626901626587,41.725040435791016,-83.18633270263672
1455714165300,0.97,0.6655310988426208,41.68567657470703,-83.1546630859375
1455714165357,0.97,0.6978608965873718,41.562583923339844,-83.06001281738281
1455714165419,0.97,0.7297220230102539,41.50213623046875,-83.0417709350586
1455714165477,0.97,0.821557343006134,41.40703201293945,-83.02161407470703
1455714165539,0.97,0.82806396484375,41.353057861328125,-82.9933853149414
1455714165597,0.97,0.82576984167099,41.313411712646484,-83.0103530883789
1455714165660,0.97,0.803153395652771,41.3172607421875,-83.03553009033203
1455714165716,0.97,0.7789958715438843,41.320499420166016,-83.05241394042969
1455714165779,0.97,0.9263034462928772,41.37763595581055,-83.0739974975586
1455714165836,0.97,1.021795392036438,41.411582946777344,-83.0914535522461
1455714165898,0.97,1.2778823375701904,41.398494720458984,-83.01853942871094
1455714165954,0.97,1.432546854019165,41.38914489746094,-82.98042297363281
1455714166016,0.97,1.5362170934677124,41.416107177734375,-83.01530456542969
1455714166075,0.97,1.548402190208435,41.407840728759766,-83.03193664550781
1455714166138,0.97,1.470476508140564,41.444942474365234,-83.10311889648438
1455714166194,0.97,1.3382645845413208,41.44141387939453,-83.10478210449219
1455714166258,0.97,1.180952548980713,41.467288970947266,-83.12342834472656
1455714166314,0.97,1.1332769393920898,41.458160400390625,-83.14754486083984
1455714166378,0.97,1.089124083518982,41.375205993652344,-83.16159057617188
1455714166435,0.97,1.1068586111068726,41.31779098510742,-83.22022247314453
1455714166497,0.97,1.0323293209075928,41.348411560058594,-83.2783203125
1455714166554,0.97,0.9097914695739746,41.4295654296875,-83.38289642333984
1455714166616,0.97,0.8681204319000244,41.464012145996094,-83.43556213378906
1455714166675,0.97,0.7350675463676453,41.49929428100586,-83.5421371459961
1455714166736,0.97,0.7602538466453552,41.53556823730469,-83.56645202636719
1455714166794,0.97,0.6177948713302612,41.65650939941406,-83.60353088378906
1455714166857,0.97,0.579093337059021,41.67262268066406,-83.5792007446289
1455714166914,0.97,0.7918545603752136,41.60401916503906,-83.45189666748047
1455714166976,0.97,0.8310470581054688,41.61445236206055,-83.43339538574219
1455714167034,0.97,0.8380880951881409,41.650718688964844,-83.42982482910156
1455714167098,0.97,0.763531506061554,41.71389389038086,-83.470703125
1455714167153,0.97,0.7959936857223511,41.747581481933594,-83.4906234741211
1455714167216,0.97,0.7866644859313965,41.77082061767578,-83.50086212158203
1455714167273,0.97,0.6828994154930115,41.78013229370117,-83.50135803222656
1455714167336,0.97,0.6275551915168762,41.86003875732422,-83.53337860107422
1455714167393,0.97,0.4863000810146332,41.889259338378906,-83.54354095458984
1455714167455,0.97,0.28787538409233093,41.92927169799805,-83.52758026123047
1455714167512,0.97,0.24019555747509003,41.9525260925293,-83.50440979003906
1455714167576,0.97,0.26444271206855774,41.96184539794922,-83.48401641845703
1455714167633,0.97,0.31029975414276123,41.9992561340332,-83.5106430053711
1455714167694,0.97,0.3326464295387268,42.019657135009766,-83.48779296875
1455714167751,0.97,0.24587571620941162,42.01960372924805,-83.44522857666016
1455714167814,0.97,0.2572496831417084,42.08953857421875,-83.45262145996094
1455714167872,0.97,0.24861547350883484,42.11732864379883,-83.45880126953125
1455714167934,0.97,0.22387738525867462,42.172698974609375,-83.47660827636719
1455714167991,0.97,0.14188267290592194,42.21648406982422,-83.5399169921875
1455714168055,0.97,0.14477866888046265,42.2282600402832,-83.582275390625
1455714168112,0.97,0.02141178958117962,42.25362014770508,-83.5771484375
1455714168173,0.97,0.08994334936141968,42.279232025146484,-83.56807708740234
1455714168233,0.97,0.03523096814751625,42.31367874145508,-83.52295684814453
1455714168294,0.97,359.9779052734375,42.35478591918945,-83.53170776367188
1455714168351,0.97,0.01584859937429428,42.38520050048828,-83.4881820678711
1455714168413,0.97,0.06409961730241776,42.370887756347656,-83.45862579345703
1455714168471,0.97,0.1375967264175415,42.33106994628906,-83.43722534179688
1455714168533,0.97,0.03125323727726936,42.3100700378418,-83.4638442993164
1455714168591,0.97,359.8411560058594,42.36155319213867,-83.57369995117188
1455714168656,0.97,359.7581481933594,42.417320251464844,-83.65357971191406
1455714168710,0.97,359.84381103515625,42.39241409301758,-83.62855529785156
1455714168772,0.97,359.8902282714844,42.41859436035156,-83.64090728759766
1455714168831,0.97,359.9434509277344,42.43766784667969,-83.64988708496094
1455714168893,0.97,359.9578857421875,42.42534255981445,-83.64898681640625
1455714168950,0.97,359.838134765625,42.412574768066406,-83.68710327148438
1455714169013,0.97,359.8695983886719,42.419921875,-83.72400665283203
1455714169070,0.97,359.93768310546875,42.39516830444336,-83.71863555908203
1455714169132,0.97,0.007354406174272299,42.33695983886719,-83.69876098632812
1455714169189,0.97,0.04802049696445465,42.30602264404297,-83.6863021850586
1455714169253,0.97,0.18203648924827576,42.16022872924805,-83.59031677246094
1455714169308,0.97,0.20646637678146362,42.11064910888672,-83.55847930908203
1455714169371,0.97,0.21637441217899323,41.9986572265625,-83.50887298583984
1455714169429,0.97,0.13759757578372955,41.908443450927734,-83.47515869140625
1455714169493,0.97,0.21702156960964203,41.862491607666016,-83.45339965820312
1455714169548,0.97,0.16870567202568054,41.770809173583984,-83.4327392578125
1455714169611,0.97,0.17751149833202362,41.738826751708984,-83.40154266357422
1455714169671,0.97,0.29217329621315,41.68189239501953,-83.382080078125
1455714169730,0.97,0.35214918851852417,41.63036346435547,-83.3555908203125
1455714169788,0.97,0.4694431722164154,41.578521728515625,-83.349365234375
1455714169851,0.97,0.520529568195343,41.55594253540039,-83.34889221191406
1455714169907,0.97,0.49882492423057556,41.49440383911133,-83.32667541503906
1455714169970,0.97,0.4542306363582611,41.46180725097656,-83.32217407226562
1455714170027,0.97,0.5491019487380981,41.41634750366211,-83.33358764648438
1455714170091,0.97,0.5529149174690247,41.3523063659668,-83.31572723388672
1455714170146,0.97,0.48410671949386597,41.3465690612793,-83.3476333618164
1455714170210,0.97,0.5836413502693176,41.2831916809082,-83.36138916015625
1455714170267,0.97,0.5973154306411743,41.24679183959961,-83.33975219726562
1455714170329,0.97,0.6216513514518738,41.28224182128906,-83.38692474365234
1455714170386,0.97,0.6349949836730957,41.283363342285156,-83.38236999511719
1455714170450,0.97,0.6458455920219421,41.319671630859375,-83.42082214355469
1455714170507,0.97,0.5621655583381653,41.35088348388672,-83.45953369140625
1455714170569,0.97,0.5818979740142822,41.38582992553711,-83.48184967041016
1455714170626,0.97,0.7074863910675049,41.38410186767578,-83.46089172363281
1455714170689,0.97,0.701164186000824,41.433414459228516,-83.47643280029297
1455714170746,0.97,0.77240389585495,41.42428207397461,-83.45767211914062
1455714170808,0.97,0.7928423881530762,41.42274475097656,-83.43795013427734
1455714170866,0.97,0.681530773639679,41.41361999511719,-83.41852569580078
1455714170928,0.97,0.7606294751167297,41.4148063659668,-83.39811706542969
1455714170985,0.97,0.8303571939468384,41.4055290222168,-83.3928451538086
1455714171048,0.97,0.8616036176681519,41.4339714050293,-83.42424011230469
1455714171105,0.97,0.8529548645019531,41.502952575683594,-83.47235870361328
1455714171168,0.97,0.7910357713699341,41.56878662109375,-83.52890014648438
1455714171226,0.97,0.7595298290252686,41.653438568115234,-83.55101776123047
1455714171287,0.97,0.7610298991203308,41.6780891418457,-83.54762268066406
1455714171345,0.97,0.5613954663276672,41.77263641357422,-83.5899658203125
1455714171408,0.97,0.5834859609603882,41.809364318847656,-83.58458709716797
1455714171465,0.97,0.5507583022117615,41.85662841796875,-83.58937072753906
1455714171527,0.97,0.555016040802002,41.88285827636719,-83.57355499267578
1455714171582,0.97,0.4414675831794739,41.885013580322266,-83.52909088134766
1455714171648,0.97,0.3242683410644531,41.87827682495117,-83.4913101196289
1455714171704,0.97,0.3312172293663025,41.87871551513672,-83.48603057861328
1455714171768,0.97,0.4718286097049713,41.83218002319336,-83.41297912597656
1455714171824,0.97,0.5473440289497375,41.81836700439453,-83.37303924560547
1455714171886,0.97,0.442270964384079,41.84733963012695,-83.37361907958984
1455714171944,0.97,0.41717174649238586,41.8663215637207,-83.37078094482422
1455714172006,0.97,0.3462308347225189,41.905582427978516,-83.39007568359375
1455714172063,0.97,0.3685305416584015,41.93946075439453,-83.39730072021484
1455714172126,0.97,0.34564685821533203,42.02458572387695,-83.42063903808594
1455714172183,0.97,0.4033201038837433,42.04662322998047,-83.44461059570312
1455714172246,0.97,0.26596328616142273,42.13261413574219,-83.54483032226562
1455714172303,0.97,0.21906977891921997,42.12998580932617,-83.54837799072266
