time,power,x,y,z
1455713708877,0.97,0.12412548065185547,-0.19445538520812988,-0.006194114685058594
1455713708915,0.97,-0.034697771072387695,0.04926133155822754,0.06778717041015625
1455713708958,0.97,-0.03158688545227051,0.23657751083374023,0.033172607421875
1455713708996,0.97,0.12404274940490723,-0.3027024269104004,-0.207000732421875
1455713709036,0.97,0.04563498497009277,0.24023127555847168,0.15599441528320312
1455713709080,0.97,0.23559069633483887,-0.05858302116394043,-0.043659210205078125
1455713709119,0.97,-0.087180495262146,-0.13109350204467773,-0.11915397644042969
1455713709157,0.97,0.08339619636535645,0.1573786735534668,0.07121753692626953
1455713709200,0.97,0.02460324764251709,-0.059780120849609375,0.060802459716796875
1455713709238,0.97,-0.026259660720825195,-0.038252830505371094,-0.05472755432128906
1455713709277,0.97,0.06704819202423096,0.030653953552246094,0.07490158081054688
1455713709319,0.97,-0.08418822288513184,0.06280851364135742,-0.03004932403564453
1455713709358,0.97,0.11641836166381836,-0.01675248146057129,0.006588935852050781
1455713709397,0.97,0.005078792572021484,-0.11677193641662598,0.04929924011230469
1455713709439,0.97,-0.03805077075958252,-0.04938936233520508,0.016468048095703125
1455713709478,0.97,0.0040160417556762695,-0.054825544357299805,-0.051910400390625
1455713709516,0.97,0.03384101390838623,0.10353732109069824,-0.03769969940185547
1455713709559,0.97,0.09981465339660645,0.04645895957946777,-0.10290145874023438
1455713709597,0.97,-0.04266071319580078,0.019938945770263672,0.009563446044921875
1455713709636,0.97,-0.06475687026977539,0.04657936096191406,0.07656383514404297
1455713709679,0.97,-0.07477641105651855,-0.08524918556213379,0.05167961120605469
1455713709717,0.97,0.06269145011901855,0.0313420295715332,0.020287513732910156
1455713709757,0.97,-0.03790271282196045,0.14375758171081543,-0.08905410766601562
1455713709798,0.97,0.11133289337158203,0.07863521575927734,-0.10761451721191406
1455713709837,0.97,-0.052588701248168945,0.020794391632080078,-0.04397869110107422
1455713709876,0.97,-0.042070984840393066,0.028120994567871094,0.0777587890625
1455713709918,0.97,0.012285470962524414,-0.025359630584716797,0.18280601501464844
1455713709957,0.97,-0.020799875259399414,-0.06048727035522461,-0.07198143005371094
1455713709995,0.97,-0.01663994789123535,0.07029438018798828,-0.05566978454589844
