time,power,x,y,z
1455715711487,0.94,0.04080817103385925,-0.5201739072799683,0.25006771087646484
1455715711528,0.94,0.09390276670455933,-0.12900042533874512,-0.012429237365722656
1455715711568,0.94,0.3392898440361023,-0.6085643768310547,-0.15351295471191406
1455715711607,0.94,0.1144627034664154,-0.2839401960372925,-0.10558128356933594
1455715711649,0.94,0.6007628440856934,-0.8435433506965637,-0.1074361801147461
1455715711688,0.94,0.29301297664642334,-0.1886131763458252,-0.5032577514648438
1455715711726,0.94,0.26886701583862305,0.059677839279174805,-0.5921173095703125
1455715711769,0.94,0.3758913278579712,0.019028425216674805,-0.3339529037475586
1455715711808,0.94,0.6031657457351685,-0.07091879844665527,-0.21547698974609375
1455715711847,0.94,0.21836501359939575,-0.22710394859313965,0.019043922424316406
1455715711889,0.94,0.46948766708374023,-0.4917929172515869,0.25260353088378906
1455715711928,0.94,-0.29057157039642334,0.37609732151031494,0.3226814270019531
1455715711967,0.94,-0.46599680185317993,-0.26574254035949707,-0.06727886199951172
1455715712008,0.94,-0.2923985719680786,-0.5916171073913574,-0.11316490173339844
1455715712048,0.94,-0.6359130144119263,-0.3373812437057495,-0.18624401092529297
1455715712086,0.94,-0.5967862606048584,-0.08996474742889404,0.07497215270996094
1455715712128,0.94,-0.33577391505241394,0.2266523838043213,-0.016592025756835938
1455715712167,0.94,-0.1920488029718399,0.878111720085144,0.3332071304321289
1455715712205,0.94,-0.31443673372268677,0.25072455406188965,-0.32685375213623047
1455715712248,0.94,-0.28600603342056274,0.16612303256988525,-0.4739656448364258
1455715712288,0.94,-0.41640210151672363,0.8890302181243896,0.36547279357910156
1455715712325,0.94,-0.06512555480003357,0.24414539337158203,-0.12875938415527344
1455715712368,0.94,-0.274154394865036,0.8978488445281982,0.029077529907226562
1455715712407,0.94,-0.18486687541007996,-0.5719308853149414,-0.47635936737060547
1455715712445,0.94,0.05884639918804169,-0.3962883949279785,0.11853408813476562
1455715712488,0.94,-0.36257410049438477,-1.0099921226501465,-0.3129100799560547
1455715712526,0.94,-0.7724523544311523,-0.28731560707092285,-0.6848640441894531
1455715712565,0.94,-0.4648212492465973,-0.2796231508255005,-1.238938808441162
1455715712607,0.94,-1.122246265411377,-0.18924188613891602,-2.2698755264282227
1455715712647,0.94,-1.1849356889724731,-2.3413047790527344,-3.1635384559631348
1455715712685,0.94,-1.6485670804977417,-4.413264274597168,-2.9634530544281006
1455715712728,0.94,-1.2767399549484253,-4.759565353393555,-1.404062271118164
1455715712765,0.94,-0.7419100999832153,-4.276644706726074,0.39858531951904297
1455715712805,0.94,-0.28341853618621826,-4.548813819885254,1.5918498039245605
1455715712847,0.94,-1.0804939270019531,-2.8044347763061523,3.312164783477783
1455715712886,0.94,-1.7794106006622314,-3.2025909423828125,2.1481971740722656
1455715712925,0.94,-2.2007174491882324,-2.504645347595215,0.6370010375976562
1455715712967,0.94,-2.5071346759796143,-4.145770072937012,-3.5160839557647705
1455715713005,0.94,-0.9949798583984375,-3.8487801551818848,-3.9480221271514893
1455715713044,0.94,0.12286043167114258,-1.3102493286132812,-1.5446982383728027
1455715713086,0.94,-0.35730457305908203,0.8086304664611816,-1.7947218418121338
1455715713125,0.94,0.22717738151550293,-0.271939754486084,-2.75661563873291
1455715713165,0.94,-0.8060150146484375,0.24378490447998047,-1.629101037979126
1455715713207,0.94,-0.6562976837158203,1.6575207710266113,-0.5777769088745117
1455715713244,0.94,-0.8734335899353027,1.9558072090148926,0.052713871002197266
1455715713284,0.94,-0.9667425155639648,2.2690935134887695,0.22594022750854492
1455715713326,0.94,-1.431899070739746,1.59513521194458,-0.9333462715148926
1455715713365,0.94,-1.9265365600585938,1.264622688293457,-1.2941546440124512
1455715713405,0.94,-2.322246551513672,1.1112394332885742,-1.517716884613037
1455715713446,0.94,-3.584458351135254,0.29939985275268555,-1.8363072872161865
1455715713484,0.94,-3.920408248901367,-0.4630126953125,-1.5245593786239624
1455715713523,0.94,-2.8530168533325195,0.0698690414428711,-1.250275731086731
1455715713565,0.94,-1.1721429824829102,0.7718276977539062,-0.9006789922714233
1455715713605,0.94,-0.6965179443359375,0.9620282649993896,-0.5406029224395752
1455715713643,0.94,-0.6261272430419922,0.7887654304504395,-0.23148512840270996
1455715713686,0.94,-0.6157569885253906,0.3821592330932617,-0.35938572883605957
1455715713723,0.94,0.06252861022949219,0.3937830924987793,-0.37556445598602295
1455715713762,0.94,0.2720775604248047,1.0347871780395508,-0.06308352947235107
1455715713805,0.94,0.26360416412353516,1.1609106063842773,-0.30314886569976807
1455715713844,0.94,-0.16048240661621094,0.7219886779785156,-0.8263679146766663
1455715713882,0.94,-0.23941326141357422,0.6005616188049316,-0.7012936472892761
1455715713924,0.94,-0.08433246612548828,0.5608484745025635,-0.48637890815734863
1455715713964,0.94,-0.11723709106445312,0.4639925956726074,-0.35273224115371704
1455715714002,0.94,0.2814054489135742,0.3061094284057617,-0.3989555239677429
1455715714045,0.94,0.43952178955078125,0.28508687019348145,-0.2617366313934326
1455715714084,0.94,0.18316173553466797,0.3256967067718506,-0.15004736185073853
1455715714121,0.94,0.1503582000732422,0.26247143745422363,-0.1506659984588623
1455715714164,0.94,0.23131370544433594,0.18126344680786133,0.0536646842956543
1455715714204,0.94,0.43390464782714844,0.07418322563171387,0.0888739824295044
1455715714243,0.94,0.3050098419189453,-0.12633657455444336,0.0749276876449585
1455715714284,0.94,0.3473787307739258,-0.12404036521911621,0.12502682209014893
1455715714323,0.94,0.1362476348876953,-0.04946184158325195,0.2244483232498169
1455715714362,0.94,-0.09008407592773438,-0.14676761627197266,0.17381584644317627
1455715714404,0.94,-0.16777992248535156,-0.12124252319335938,0.11416745185852051
1455715714443,0.94,-0.3141641616821289,-0.09316563606262207,0.15259015560150146
1455715714482,0.94,-0.3776721954345703,-0.1185605525970459,0.07038712501525879
1455715714523,0.94,-0.2523670196533203,-0.15993309020996094,0.01228177547454834
1455715714562,0.94,-0.2899494171142578,-0.15857458114624023,0.06342458724975586
1455715714601,0.94,-0.24344444274902344,-0.017747163772583008,0.10242462158203125
1455715714643,0.94,0.0272979736328125,-0.008455038070678711,-0.136285662651062
1455715714682,0.94,0.010352134704589844,0.10234880447387695,-0.045858025550842285
1455715714721,0.94,-0.0414886474609375,0.06273651123046875,-0.15537047386169434
1455715714764,0.94,0.04720783233642578,0.1382451057434082,-0.08409696817398071
1455715714802,0.94,0.022452354431152344,0.08188199996948242,-0.15341925621032715
1455715714841,0.94,-0.1811208724975586,0.021477699279785156,-0.09593576192855835
1455715714883,0.94,-0.1410684585571289,0.057381629943847656,-0.13991916179656982
1455715714922,0.94,0.021142959594726562,0.16076087951660156,-0.10810673236846924
1455715714962,0.94,0.055199623107910156,0.19560766220092773,-0.03288620710372925
1455715715003,0.94,0.1628437042236328,0.06460189819335938,-0.014823317527770996
1455715715041,0.94,0.09581851959228516,0.15122294425964355,0.02834075689315796
1455715715080,0.94,0.011569976806640625,0.15543508529663086,0.053300678730010986
1455715715122,0.94,0.17388248443603516,0.08414864540100098,0.07901149988174438
1455715715162,0.94,0.3573322296142578,0.053919076919555664,0.14360809326171875
1455715715200,0.94,0.3777494430541992,0.10439157485961914,0.06511580944061279
1455715715242,0.94,0.2639141082763672,-0.05431365966796875,0.004236102104187012
1455715715281,0.94,0.023534774780273438,-0.028136730194091797,0.053159475326538086
1455715715319,0.94,-0.0654001235961914,-0.039737701416015625,0.019556522369384766
1455715715362,0.94,-0.048491477966308594,-0.09113192558288574,0.004159688949584961
1455715715401,0.94,-0.2991323471069336,-0.15521860122680664,-0.019643306732177734
1455715715439,0.94,-0.17422008514404297,-0.06674718856811523,-0.015714645385742188
1455715715482,0.94,-0.11640548706054688,-0.005541563034057617,-0.014485955238342285
1455715715520,0.94,-0.21563720703125,-0.014004230499267578,-0.07858777046203613
1455715715559,0.94,-0.030855178833007812,-0.011203289031982422,-0.07818430662155151
1455715715601,0.94,-0.03616905212402344,-0.02044820785522461,-0.08743274211883545
1455715715640,0.94,0.02849292755126953,0.020012378692626953,-0.10631710290908813
1455715715678,0.94,0.007479667663574219,-0.008875608444213867,-0.15779554843902588
1455715715722,0.94,0.04044055938720703,0.017785072326660156,-0.08220851421356201
1455715715761,0.94,0.009381294250488281,0.025713682174682617,-0.1097947359085083
1455715715799,0.94,-0.05375099182128906,-0.015799999237060547,-0.09932124614715576
1455715715841,0.94,-0.0889434814453125,0.04478788375854492,-0.045000433921813965
1455715715880,0.94,-0.09412574768066406,0.01477360725402832,0.07502663135528564
1455715715919,0.94,0.16206741333007812,0.002247333526611328,0.07916390895843506
1455715715962,0.94,0.08371162414550781,0.061139822006225586,0.14372998476028442
1455715715999,0.94,-0.05554389953613281,-0.008516073226928711,0.055642008781433105
1455715716039,0.94,-0.1707763671875,-0.048926353454589844,0.10002708435058594
1455715716080,0.94,0.031833648681640625,-0.09082603454589844,0.0742788314819336
1455715716120,0.94,0.010152816772460938,-0.02480459213256836,0.05176609754562378
1455715716158,0.94,0.17274761199951172,-0.04664325714111328,-0.05238574743270874
1455715716200,0.94,0.053971290588378906,-0.029657602310180664,0.1188889741897583
1455715716239,0.94,0.08146190643310547,-0.06009697914123535,-0.06185793876647949
1455715716278,0.94,-0.11477088928222656,-0.09784841537475586,-0.059057652950286865
1455715716321,0.94,-0.042046546936035156,-0.12613487243652344,-0.05873161554336548
1455715716359,0.94,0.069732666015625,-0.11047935485839844,-0.1178128719329834
1455715716398,0.94,0.23189735412597656,-0.046269893646240234,-0.036822497844696045
1455715716440,0.94,0.08597660064697266,-0.11167192459106445,-0.07348591089248657
1455715716479,0.94,0.038153648376464844,-0.018510103225708008,-0.04347473382949829
1455715716518,0.94,-0.05753326416015625,-0.07797837257385254,-0.07115066051483154
1455715716560,0.94,-0.1379108428955078,-0.027925968170166016,0.04644942283630371
1455715716598,0.94,-0.14478492736816406,0.033172607421875,0.0027028918266296387
1455715716637,0.94,-0.012456893920898438,0.03802347183227539,0.06341856718063354
1455715716679,0.94,-0.009965896606445312,0.07636117935180664,0.05647760629653931
1455715716719,0.94,-0.03477287292480469,0.06683158874511719,0.03943932056427002
1455715716757,0.94,-0.06610393524169922,0.10323596000671387,-0.004819512367248535
1455715716799,0.94,-0.010768890380859375,0.046217918395996094,0.003801405429840088
1455715716837,0.94,0.06795501708984375,0.11163043975830078,0.08726853132247925
1455715716876,0.94,0.0467071533203125,0.12567520141601562,-0.0469549298286438
1455715716919,0.94,-0.06600379943847656,0.09671163558959961,0.03900635242462158
1455715716958,0.94,0.06205177307128906,0.025684118270874023,0.006319761276245117
1455715716996,0.94,-0.011614799499511719,0.03969001770019531,0.0184556245803833
1455715717039,0.94,-0.0016345977783203125,0.054723262786865234,0.08176350593566895
1455715717077,0.94,0.0522918701171875,-0.04619169235229492,0.006068825721740723
1455715717116,0.94,-0.03856468200683594,0.05301690101623535,-0.06022965908050537
1455715717158,0.94,-0.038509368896484375,0.017528057098388672,-0.04818373918533325
1455715717207,0.94,0.007477760314941406,-0.010863304138183594,0.0016524195671081543
1455715717235,0.94,0.0098114013671875,-0.03549003601074219,-0.03887748718261719
1455715717278,0.94,0.004019737243652344,0.0003218650817871094,-0.08661538362503052
1455715717317,0.94,-0.0044403076171875,-0.009313821792602539,-0.05206400156021118
1455715717356,0.94,-0.03418159484863281,0.028919696807861328,-0.012937426567077637
1455715717397,0.94,-0.027345657348632812,0.003993034362792969,-0.029492497444152832
1455715717437,0.94,0.016408920288085938,0.02999401092529297,-0.0025371313095092773
1455715717476,0.94,0.05141258239746094,0.027823925018310547,-0.01734381914138794
1455715717518,0.94,0.03347206115722656,0.04331612586975098,0.060781002044677734
1455715717556,0.94,0.0076351165771484375,0.0346529483795166,-0.05091655254364014
1455715717595,0.94,-0.03600502014160156,0.0009226799011230469,0.028179943561553955
1455715717637,0.94,0.04010963439941406,-0.008833169937133789,0.018715500831604004
1455715717677,0.94,0.03974437713623047,0.017818927764892578,0.059000372886657715
1455715717716,0.94,-0.0026607513427734375,-0.05082988739013672,0.04720032215118408
1455715717757,0.94,-0.09784126281738281,-0.08469176292419434,-0.010096192359924316
1455715717795,0.94,-0.028502464294433594,-0.016068220138549805,0.06466490030288696
1455715717835,0.94,-0.0036592483520507812,-0.03773999214172363,-0.0076100826263427734
1455715717877,0.94,0.020043373107910156,-0.0072209835052490234,0.049425363540649414
1455715717916,0.94,0.08494758605957031,0.011451482772827148,-0.002573370933532715
1455715717954,0.94,-0.01626873016357422,-0.050180912017822266,-0.053743600845336914
1455715717996,0.94,-0.020671844482421875,-0.003773927688598633,-0.0315093994140625
1455715718035,0.94,-0.050994873046875,0.0429234504699707,-0.06732118129730225
1455715718074,0.94,-0.05610942840576172,0.007538795471191406,-0.00982898473739624
1455715718116,0.94,0.08145332336425781,-0.020768404006958008,0.003622293472290039
1455715718155,0.94,0.04984855651855469,0.014013290405273438,-0.01624476909637451
1455715718193,0.94,-0.02903461456298828,0.038010358810424805,-0.03596693277359009
1455715718236,0.94,-0.03854179382324219,-0.01361989974975586,-0.015373706817626953
1455715718276,0.94,-0.0002040863037109375,-0.0013248920440673828,0.0049294233322143555
1455715718314,0.94,0.06492042541503906,-0.00680232048034668,-0.011370539665222168
1455715718356,0.94,-0.043776512145996094,0.051985740661621094,0.010046124458312988
1455715718395,0.94,-0.038849830627441406,0.03201723098754883,-0.011105656623840332
1455715718433,0.94,-0.01576519012451172,0.027528047561645508,0.023657917976379395
1455715718476,0.94,-0.012612342834472656,0.050736188888549805,-0.0480726957321167
1455715718515,0.94,-0.010089874267578125,0.08653140068054199,0.02854090929031372
1455715718553,0.94,-0.12292766571044922,0.0022258758544921875,-0.026938021183013916
1455715718595,0.94,-0.033257484436035156,-0.028847217559814453,-0.038778722286224365
1455715718636,0.94,0.00019359588623046875,0.06689214706420898,-0.0463370680809021
1455715718673,0.94,0.015469551086425781,0.026714324951171875,-0.046640992164611816
1455715718716,0.94,0.08128929138183594,0.02902841567993164,0.0009723901748657227
1455715718757,0.94,0.0037746429443359375,-0.005491018295288086,-0.004964888095855713
1455715718794,0.94,-0.023779869079589844,-0.0599064826965332,0.0036851167678833008
1455715718835,0.94,-0.026680946350097656,-0.00006866455078125,-0.018108785152435303
1455715718874,0.94,0.03608226776123047,-0.015368938446044922,0.016141116619110107
1455715718913,0.94,0.04417991638183594,-0.03526639938354492,-0.002401113510131836
1455715718955,0.94,0.0008869171142578125,-0.07798361778259277,-0.005749404430389404
1455715718994,0.94,-0.029918670654296875,-0.016444683074951172,0.02602863311767578
1455715719033,0.94,0.025835037231445312,-0.034212589263916016,0.047622501850128174
1455715719077,0.94,0.02066802978515625,-0.04842686653137207,0.0017271041870117188
1455715719114,0.94,-0.0026073455810546875,-0.03299880027770996,-0.015846669673919678
1455715719152,0.94,0.06682777404785156,-0.005342006683349609,-0.05096256732940674
1455715719195,0.94,-0.09584999084472656,-0.013844966888427734,0.0013436079025268555
1455715719233,0.94,-0.030737876892089844,0.03869462013244629,-0.027639031410217285
1455715719273,0.94,0.044322967529296875,0.03669857978820801,0.008516907691955566
1455715719314,0.94,0.10437202453613281,0.046587467193603516,0.002984941005706787
1455715719352,0.94,-0.05815696716308594,0.0181272029876709,-0.02632582187652588
1455715719391,0.94,-0.03121185302734375,0.010673046112060547,-0.05934584140777588
1455715719434,0.94,-0.059426307678222656,0.004710197448730469,0.015693843364715576
1455715719473,0.94,0.021371841430664062,-0.007717609405517578,0.008726537227630615
1455715719511,0.94,0.059210777282714844,0.04168224334716797,-0.0025900602340698242
1455715719554,0.94,0.016740798950195312,-0.018339157104492188,0.005585014820098877
1455715719592,0.94,-0.040205955505371094,-0.0759272575378418,-0.05104541778564453
1455715719631,0.94,-0.04747962951660156,-0.024370908737182617,0.03573399782180786
1455715719673,0.94,0.00030231475830078125,-0.027153730392456055,0.0017875432968139648
1455715719712,0.94,0.0002422332763671875,-0.033208608627319336,0.07417178153991699
1455715719750,0.94,0.01933574676513672,-0.028481006622314453,-0.00957578420639038
1455715719793,0.94,-0.0343017578125,-0.017041921615600586,0.11868035793304443
1455715719832,0.94,0.04530048370361328,-0.04234743118286133,0.008802711963653564
1455715719870,0.94,0.013269424438476562,-0.016649484634399414,0.08169823884963989
1455715719912,0.94,0.09484291076660156,0.019222497940063477,-0.009297490119934082
1455715719952,0.94,-0.04281044006347656,-0.04970669746398926,0.04041844606399536
1455715719990,0.94,0.007864952087402344,0.03871941566467285,-0.009778916835784912
1455715720034,0.94,0.04074859619140625,0.008004426956176758,-0.03270852565765381
1455715720072,0.94,0.047913551330566406,0.03703165054321289,-0.01276695728302002
1455715720110,0.94,0.0000457763671875,-0.022059917449951172,-0.046584486961364746
1455715720153,0.94,-0.04590606689453125,-0.0195620059967041,-0.06980997323989868
1455715720232,0.94,-0.025238990783691406,0.03986382484436035,-0.05393373966217041
1455715720272,0.94,0.05637931823730469,0.08166170120239258,0.014280736446380615
1455715720311,0.94,0.04893302917480469,0.03852987289428711,-0.07854557037353516
1455715720351,0.94,-0.0642242431640625,0.01742410659790039,0.06541889905929565
1455715720391,0.94,-0.009264945983886719,0.0541384220123291,0.015964210033416748
1455715720432,0.94,-0.057183265686035156,0.006939888000488281,0.033828139305114746
1455715720471,0.94,-0.0036325454711914062,0.026608943939208984,0.027062535285949707
1455715720510,0.94,0.05069255828857422,-0.041883230209350586,0.004421710968017578
1455715720552,0.94,0.04438209533691406,-0.0679631233215332,0.07245063781738281
1455715720636,0.94,-0.052550315856933594,-0.06777048110961914,0.013932585716247559
1455715720643,0.94,-0.04203987121582031,-0.05421638488769531,-0.013739228248596191
1455715720672,0.94,-0.060431480407714844,-0.06442975997924805,-0.056933581829071045
1455715720707,0.94,-0.03685951232910156,-0.01325845718383789,-0.00534743070602417
1455715720748,0.94,0.016454696655273438,0.06787753105163574,-0.031077563762664795
1455715720788,0.94,0.05910491943359375,0.021759510040283203,-0.04783320426940918
1455715720827,0.94,0.008999824523925781,0.0308074951171875,-0.02103811502456665
1455715720868,0.94,-0.07702827453613281,0.03421735763549805,-0.043630123138427734
1455715720907,0.94,-0.023337364196777344,0.06183052062988281,0.0052953362464904785
1455715720945,0.94,0.019616127014160156,0.07243537902832031,-0.03979170322418213
1455715720988,0.94,0.04631996154785156,0.05029129981994629,0.025594353675842285
1455715721028,0.94,0.056199073791503906,0.00003361701965332031,0.0472751259803772
1455715721066,0.94,-0.023954391479492188,-0.030601024627685547,0.0320773720741272
1455715721109,0.94,-0.030649185180664062,-0.012995243072509766,0.01417630910873413
1455715721147,0.94,-0.02069091796875,-0.05633831024169922,-0.01737278699874878
1455715721186,0.94,0.03704643249511719,-0.024013757705688477,-0.017726778984069824
1455715721228,0.94,0.03729438781738281,-0.024953842163085938,0.016446709632873535
1455715721267,0.94,0.04132080078125,-0.07547640800476074,-0.042356133460998535
1455715721306,0.94,-0.06265544891357422,-0.048895835876464844,-0.005171000957489014
1455715721350,0.94,0.06090259552001953,0.06233930587768555,-0.0807071328163147
1455715721389,0.94,-0.0737905502319336,0.030728816986083984,-0.005223691463470459
1455715721427,0.94,-0.051375389099121094,0.07818222045898438,-0.02332150936126709
1455715721470,0.94,0.008670806884765625,0.07785987854003906,-0.05119961500167847
1455715721509,0.94,0.010766029357910156,0.1082298755645752,-0.0333026647567749
1455715721547,0.94,-0.11007118225097656,0.07509851455688477,-0.017070889472961426
1455715721591,0.94,-0.07274341583251953,0.05625009536743164,0.011228680610656738
1455715721628,0.94,-0.04670906066894531,0.05074286460876465,0.05492508411407471
1455715721667,0.94,0.08131694793701172,0.03293728828430176,-0.009659111499786377
1455715721710,0.94,0.057396888732910156,-0.06553483009338379,0.03055781126022339
1455715721749,0.94,-0.0038537979125976562,-0.09262704849243164,0.01104646921157837
1455715721788,0.94,-0.05285358428955078,-0.10281562805175781,-0.004562675952911377
1455715721829,0.94,-0.026968955993652344,-0.08990955352783203,-0.03810679912567139
1455715721867,0.94,0.024367332458496094,-0.10638427734375,-0.0017715692520141602
1455715721907,0.94,0.03863716125488281,-0.03342247009277344,0.004325509071350098
1455715721949,0.94,0.046222686767578125,-0.09182286262512207,-0.03482472896575928
1455715721988,0.94,0.0025224685668945312,-0.0026307106018066406,-0.02403128147125244
1455715722026,0.94,0.017332077026367188,0.01703810691833496,-0.11302363872528076
1455715722069,0.94,-0.03590583801269531,-0.015083551406860352,-0.0272483229637146
1455715722107,0.94,0.044017791748046875,0.04918956756591797,-0.010313153266906738
1455715722147,0.94,0.03521442413330078,0.07955098152160645,0.012806296348571777
1455715722189,0.94,0.0013713836669921875,0.0559840202331543,0.012159347534179688
1455715722227,0.94,-0.0027313232421875,-0.008812189102172852,0.00015616416931152344
1455715722266,0.94,0.009301185607910156,-0.0013072490692138672,0.06520968675613403
1455715722308,0.94,0.030411720275878906,0.01044011116027832,0.008139848709106445
1455715722348,0.94,0.05112934112548828,-0.0012192726135253906,-0.004973649978637695
1455715722386,0.94,0.048560142517089844,0.056452274322509766,0.030477702617645264
1455715722430,0.94,-0.06452178955078125,-0.052465200424194336,-0.0196458101272583
1455715722466,0.94,-0.07841682434082031,-0.036229610443115234,0.014911472797393799
1455715722507,0.94,-0.04359149932861328,0.0073871612548828125,-0.02444171905517578
1455715722549,0.94,0.04169750213623047,0.026966571807861328,-0.0367816686630249
1455715722586,0.94,0.02570056915283203,-0.00905466079711914,-0.01985400915145874
1455715722624,0.94,-0.04452323913574219,0.06741213798522949,-0.008226215839385986
1455715722666,0.94,-0.07007503509521484,0.03478741645812988,-0.06400877237319946
1455715722706,0.94,-0.025432586669921875,0.010601520538330078,0.027277588844299316
1455715722744,0.94,-0.008859634399414062,0.07165193557739258,0.07542133331298828
1455715722788,0.94,0.06948280334472656,0.02669358253479004,0.01822340488433838
1455715722826,0.94,0.032614707946777344,0.007954835891723633,-0.0026496052742004395
1455715722867,0.94,-0.046649932861328125,-0.007035732269287109,0.026594102382659912
1455715722906,0.94,-0.03349113464355469,-0.02859950065612793,0.053817689418792725
1455715722949,0.94,-0.0038213729858398438,-0.019051313400268555,0.020083069801330566
1455715722984,0.94,0.1079702377319336,-0.042040348052978516,-0.0011618733406066895
1455715723026,0.94,0.055747032165527344,-0.027889728546142578,0.045012712478637695
1455715723065,0.94,0.0024843215942382812,-0.06251096725463867,-0.02907460927963257
1455715723104,0.94,-0.0669260025024414,-0.06723713874816895,0.00736844539642334
1455715723147,0.94,0.030687332153320312,0.02852320671081543,-0.03621894121170044
1455715723185,0.94,0.04369163513183594,-0.0384373664855957,-0.055774807929992676
1455715723224,0.94,-0.014817237854003906,-0.003950595855712891,-0.03696286678314209
1455715723266,0.94,0.03791618347167969,-0.03570294380187988,0.02020043134689331
1455715723307,0.94,-0.03475189208984375,0.019294261932373047,0.04487425088882446
1455715723344,0.94,-0.008658409118652344,-0.017107009887695312,0.0454707145690918
1455715723387,0.94,-0.014583587646484375,0.011199951171875,0.09571850299835205
1455715723424,0.94,0.018960952758789062,0.020445585250854492,0.08997458219528198
1455715723466,0.94,0.03431129455566406,0.02592754364013672,0.033694565296173096
1455715723507,0.94,0.01596355438232422,-0.02520012855529785,0.01929861307144165
1455715723544,0.94,-0.10208511352539062,0.002810955047607422,0.007781863212585449
1455715723584,0.94,-0.02041149139404297,-0.020722389221191406,0.01388251781463623
1455715723625,0.94,0.021956443786621094,-0.02232074737548828,-0.03483623266220093
1455715723666,0.94,0.03670692443847656,0.047228336334228516,0.006587624549865723
1455715723703,0.94,0.09827899932861328,0.005239963531494141,-0.029186546802520752
1455715723746,0.94,-0.05154609680175781,0.006106138229370117,-0.05206310749053955
1455715723784,0.94,-0.025922775268554688,0.027856111526489258,-0.03782200813293457
1455715723826,0.94,-0.05519580841064453,-0.02748560905456543,-0.014943540096282959
1455715723865,0.94,0.005614280700683594,0.00863957405090332,0.039730191230773926
1455715723903,0.94,0.058091163635253906,0.006911754608154297,0.03178417682647705
1455715723942,0.94,0.02350139617919922,0.0017006397247314453,0.03882712125778198
1455715723984,0.94,0.0073146820068359375,-0.031181812286376953,-0.00722348690032959
1455715724023,0.94,0.013509750366210938,-0.028774023056030273,-0.015350103378295898
1455715724062,0.94,-0.2265605926513672,0.036322832107543945,-0.02376556396484375
1455715724105,0.94,-0.13530635833740234,0.017572879791259766,-0.0802687406539917
1455715724143,0.94,0.40860462188720703,-0.04911231994628906,0.05255472660064697
1455715724181,0.94,0.5068244934082031,0.07365131378173828,0.07075774669647217
1455715724224,0.94,0.022607803344726562,-0.00807809829711914,-0.07356339693069458
1455715724263,0.94,-0.6710453033447266,-0.08111858367919922,-0.11627846956253052
1455715724301,0.94,-0.5674648284912109,-0.12997961044311523,-0.016452431678771973
1455715724344,0.94,0.24281883239746094,-0.029327869415283203,-0.04570430517196655
1455715724383,0.94,0.6000776290893555,0.12393569946289062,0.13189125061035156
1455715724421,0.94,0.18909454345703125,0.1546618938446045,0.1437981128692627
1455715724463,0.94,-0.23540401458740234,-0.20552277565002441,-0.8401762247085571
1455715724504,0.94,-0.509918212890625,-0.11847639083862305,-0.4577440619468689
1455715724541,0.94,-0.07868289947509766,-0.12158060073852539,0.2540243864059448
1455715724584,0.94,0.2931051254272461,0.22241640090942383,0.29893237352371216
1455715724623,0.94,0.3148832321166992,0.0803060531616211,0.03814876079559326
1455715724662,0.94,-0.019918441772460938,0.05467343330383301,-0.00010913610458374023
1455715724704,0.94,-0.1116476058959961,-0.09025907516479492,0.20090985298156738
1455715724743,0.94,-0.10846138000488281,0.044562339782714844,0.13775676488876343
1455715724781,0.94,0.10465717315673828,-0.07920551300048828,0.016406774520874023
1455715724823,0.94,0.010984420776367188,-0.16864848136901855,-0.09215879440307617
