time,x,y,z
1453548138792,-14.571495600044727,13.42148282751441,34.4920117855072
1453548139773,1.8423635959625244,-0.06863808631896973,0.1545877456665039
1453548140774,0.3018660545349121,-0.27091407775878906,0.12765789031982422
1453548141775,0.08214187622070312,0.3350844383239746,-0.0739898681640625
1453548142778,0.3081510663032532,-0.15409040451049805,-3.507509708404541
1453548143781,-26.87026357650757,-40.701371133327484,-26.875863909721375
1453548144780,-0.27275705337524414,-0.42437148094177246,-4.740646064281464
1453548145781,1.4624452590942383,6.351634502410889,-13.29736214876175
1453548146782,-2.6989641189575195,2.918226718902588,-1.5005996227264404
1453548147789,-0.054787635803222656,-0.018305301666259766,0.017113685607910156
1453548148801,-0.06989192962646484,0.08882570266723633,0.06433558464050293
1453548149827,0.17719554901123047,-0.2274150848388672,-0.10394692420959473
1453548150864,-0.9198589324951172,1.3923695087432861,0.35666680335998535
1453548151902,-0.5920438766479492,5.715980291366577,27.19933557510376
1453548152939,2.36515474319458,-2.4273282289505005,-32.68832063674927
1453548153977,-2.886605739593506,0.6731961965560913,2.0500948429107666
1453548155015,-0.798743724822998,7.220969021320343,-3.216385245323181
1453548156053,-1.1116056442260742,-5.211145877838135,5.241002440452576
1453548157091,1.8575072288513184,0.9820815324783325,-2.459315538406372
1453548158129,-1.1493139266967773,0.18089032173156738,1.1731135845184326
1453548159167,0.9170417785644531,-2.1534154415130615,1.6251883506774902
1453548160205,-0.23345470428466797,1.251218557357788,-1.4366986751556396
1453548161216,-0.5612106323242188,-0.41828322410583496,2.7336459159851074
1453548162223,1.7567214965820312,3.9031710624694824,-5.9328190088272095
1453548163239,-0.4575624465942383,-1.1457362174987793,0.894486665725708
1453548164277,0.5874128341674805,0.23083972930908203,-1.104163646697998
1453548165315,-1.3473849296569824,-2.2657411098480225,1.468623161315918
1453548166353,0.33257389068603516,4.142514288425446,-0.38510966300964355
1453548167391,0.8868112564086914,-2.4420318603515625,-0.9845242500305176
1453548168418,-0.44769859313964844,0.07421493530273438,0.9199566841125488
1453548169426,-0.4643373489379883,1.078499674797058,0.6132659912109375
1453548170443,0.3743143081665039,-1.1933763027191162,-0.46955013275146484
1453548171463,0.14348411560058594,0.3207828998565674,-0.2908334732055664
1453548172501,0.020227432250976562,-0.1702711582183838,0.20658063888549805
1453548173539,-0.32000255584716797,-0.07076001167297363,0.50494384765625
1453548174576,0.09034442901611328,0.2579374313354492,-0.40444087982177734
1453548175615,0.1257791519165039,-0.22791528701782227,0.016702651977539062
1453548176652,-0.2594795227050781,0.6635103225708008,0.3543701171875
1453548177690,0.4287233352661133,0.020297527313232422,-1.2600526809692383
